	chao1	shannon	observed_otus	simpson	equitability
10317.000002503	203.333333333	5.09986419562	130.0	0.917908	0.726231426693
10317.000013618	336.875	6.26598836502	181.0	0.977062	0.83548228315
10317.000031796	596.3	6.22641707129	215.0	0.96643	0.803596037445
10317.000026504	285.111111111	5.91784780593	171.0	0.964612	0.797784506238
10317.000007104	262.166666667	5.60529264907	143.0	0.956598	0.782876169894
10317.000007077	255.9	5.53932402938	142.0	0.95761	0.774758035045
10317.000016408	429.111111111	6.26963307423	203.0	0.974446	0.817920198406
10317.000005802	132.4	4.2631109682	88.0	0.883184	0.659982366854
10317.000006952	255.545454545	5.74006435495	152.0	0.966482	0.791959404162
10317.000013023	244.230769231	5.84525682027	154.0	0.967088	0.804379871011
10317.000002645	250.368421053	4.58174542074	134.0	0.884796	0.648413188291
10317.000002027	291.956521739	5.63858429098	158.0	0.956818	0.772008975267
10317.000027353	388.363636364	6.18093674441	210.0	0.961448	0.801236715925
10317.000023798	348.857142857	5.90776219107	186.0	0.956742	0.783610259326
10317.000041962	356.567567568	6.38238503626	209.0	0.97649	0.828089742139
10317.000040352	162.105263158	4.21393985236	110.0	0.805682	0.621400431532
10317.000028811	206.724137931	4.75991762725	135.0	0.9093	0.672607271162
10317.000027772	418.441176471	6.69570046998	229.0	0.98122	0.854130170739
10317.000027617	249.0	5.23428991065	144.0	0.93361	0.730034123034
10317.000039924	247.0	5.52760364239	142.0	0.96053	0.773118762105
10317.000039952	112.857142857	4.35444581074	70.0	0.89916	0.710433145067
10317.000026028	295.666666667	5.89782440177	177.0	0.966442	0.789787886119
10317.000001441	264.625	4.96501530025	149.0	0.90493	0.687754453463
10317.000016347	312.277777778	6.00744654395	196.0	0.953954	0.788926520765
10317.000001595	253.451612903	5.99334318033	171.0	0.96822	0.807962030561
10317.000002146	220.565217391	5.58634801588	141.0	0.958182	0.78245084882
10317.000012158	288.525	6.28986353068	195.0	0.973762	0.82681614591
10317.000014313	210.6	4.1548082771	93.0	0.875462	0.635373508599
10317.000007749	192.434782609	5.46806815525	137.0	0.947506	0.770363967272
10317.000018083	162.75	4.54088687748	101.0	0.894548	0.681997994394
10317.000017335	313.64	5.75071101937	164.0	0.966176	0.781606574546
10317.000002578	277.333333333	5.74042296065	147.0	0.963536	0.7973172508
10317.000007719	210.5	4.90987378595	122.0	0.926594	0.708420121383
10317.000009676	166.769230769	4.18349690942	94.0	0.837006	0.638254664647
10317.000006716	251.129032258	5.65506788113	164.0	0.953006	0.768607259259
10317.000006802	481.545454545	5.38874563146	157.0	0.933976	0.738728690217
