	chao1	shannon	observed_otus	simpson	equitability
10317.000002503	475.038961039	5.46404700447	376.0	0.93007908	0.638727015314
10317.000013618	779.388888889	6.63912915437	471.0	0.98023934	0.747684769402
10317.000031796	1129.09230769	6.48176952048	595.0	0.96664326	0.703260089863
10317.000026504	628.621621622	6.08488366363	448.0	0.9640241	0.690886618908
10317.000007104	632.015151515	5.80075617115	422.0	0.9566499	0.665140488101
10317.000007077	685.875	5.86349460568	414.0	0.96139016	0.674469822563
10317.000016408	819.924050633	6.42711406706	526.0	0.97215482	0.711048973298
10317.000005802	456.578947368	4.50562865111	278.0	0.88943048	0.554952747008
10317.000006952	422.0	5.84430555925	333.0	0.9656657	0.697462902763
10317.000013023	560.092307692	5.92486884065	395.0	0.9661263	0.686884863429
10317.000002645	423.02	4.77292532084	326.0	0.88979582	0.571694901626
10317.000002027	586.0	5.83579371584	412.0	0.95779316	0.671823330647
10317.000027353	938.032258065	6.5410458403	614.0	0.9599626	0.706216676627
10317.000023798	710.140625	6.06614500949	464.0	0.95149646	0.684822536064
10317.000041962	747.280487805	6.50688229295	526.0	0.97390702	0.719873947389
10317.000040352	505.111111111	4.32534082282	345.0	0.78092112	0.513061522654
10317.000028811	520.02	4.95956917138	360.0	0.91007626	0.584038503153
10317.000027772	946.126582278	6.99126180386	604.0	0.98030486	0.756760718017
10317.000027617	628.310344828	5.48849191555	409.0	0.93560018	0.632609393375
10317.000039952	150.0	4.43840138125	139.0	0.8988522	0.623463705614
10317.000026028	713.344262295	6.11245461041	458.0	0.96707388	0.691516425794
10317.000001441	494.058823529	5.08019928882	361.0	0.8963693	0.597962097133
10317.000016347	726.163934426	6.16971014379	465.0	0.95310738	0.696270131333
10317.000001595	545.149253731	6.27010806586	420.0	0.97068126	0.719523916689
10317.000002146	624.188405797	5.89259426439	416.0	0.96058258	0.677275454492
10317.000012158	849.404761905	6.5765300385	560.0	0.97234006	0.720377495833
10317.000014313	403.676470588	4.05707818177	240.0	0.85243318	0.513106654597
10317.000007749	380.765957447	5.5285369981	303.0	0.94226492	0.67068061516
10317.000017335	765.0	5.99096374876	471.0	0.96708042	0.674689743915
10317.000002578	467.12987013	5.96191951495	379.0	0.96579228	0.695993684885
10317.000007719	536.127659574	5.06623113322	335.0	0.92908994	0.603984345868
10317.000006716	623.923076923	5.98542573182	452.0	0.95566278	0.678605928216
10317.000006802	598.018518519	5.75865218609	410.0	0.93944484	0.663478931926
10317.000002898	500.0	5.79787519864	383.0	0.95790484	0.675648488027
10317.000001647	641.557692308	5.79265931078	400.0	0.95286506	0.670147580386
10317.000002878	406.97826087	5.62164061389	340.0	0.9287473	0.668495573173
10317.000017667	589.281690141	5.97939398546	419.0	0.96400632	0.686434032368
10317.000009213	459.263157895	5.6822459077	356.0	0.95057078	0.670413475598
10317.000031434	671.080645161	5.24198857641	417.0	0.91962644	0.60225719784
10317.000027217	550.32	4.68618803647	364.0	0.82926232	0.550811136687
10317.000001546	544.58490566	6.36805491961	396.0	0.97604792	0.737952456941
10317.000009074	543.151515152	5.9988618753	402.0	0.96815864	0.693425734748
10317.000027277	691.230769231	5.51404717557	457.0	0.92478524	0.624039808964
10317.000001333	258.785714286	4.30415397754	175.0	0.90947302	0.57764488389
10317.000023984	713.225806452	5.85775013737	462.0	0.94875662	0.661761885697
10317.000028933	687.794117647	6.19688949927	469.0	0.96473428	0.69836350133
10317.000015568	773.725490196	6.0192121643	440.0	0.9648086	0.68545331938
10317.000006944	586.941747573	2.93148814098	434.0	0.54986816	0.334585516104
10317.000002028	591.064516129	5.56993892508	425.0	0.91311212	0.637926400958
10317.000003896	504.15625	5.88904947086	385.0	0.9567592	0.68567296979
10317.000011025	734.042553191	6.26610548	432.0	0.97230396	0.71572655599
10317.000017293	926.451612903	5.97203045539	520.0	0.95594996	0.661913876618
