	chao1	shannon	observed_otus	simpson	equitability
10317.000002503	493.151515152	5.42854517482	370.0	0.92932236	0.636303182543
10317.000013618	722.517241379	6.61637781873	466.0	0.97961616	0.746416840842
10317.000031796	999.151898734	6.48257820768	602.0	0.96669996	0.702062510112
10317.000026504	582.114754098	6.10331413067	418.0	0.96513496	0.700937452802
10317.000007104	668.685185185	5.84944874649	412.0	0.95878786	0.673395313589
10317.000007077	581.754098361	5.84890205955	401.0	0.9603463	0.676372382625
10317.000016408	714.065217391	6.46158438938	523.0	0.9728958	0.71551573011
10317.000005802	442.153846154	4.51906599484	277.0	0.89104566	0.556964456395
10317.000006952	426.153846154	5.82970781903	328.0	0.96541482	0.697537725857
10317.000013023	602.418181818	5.9442101666	391.0	0.9666315	0.690302293457
10317.000002645	505.466666667	4.78922653152	336.0	0.89107212	0.570667944294
10317.000002027	527.355932203	5.83815248994	396.0	0.95766058	0.676545511673
10317.000027353	970.511904762	6.4914787944	597.0	0.95959938	0.70394376901
10317.000023798	682.8	6.05432495333	449.0	0.9510707	0.687165964289
10317.000041962	715.0625	6.5734902893	530.0	0.97548712	0.726364673771
10317.000040352	566.396226415	4.26836754252	347.0	0.7800099	0.505803154893
10317.000028811	584.084745763	4.98749034384	387.0	0.9121678	0.580197795224
10317.000027772	931.488636364	7.03748251843	611.0	0.98173076	0.760395547711
10317.000027617	769.018518519	5.52504917489	433.0	0.93635436	0.630841329278
10317.000039952	146.65	4.44493592208	134.0	0.90070082	0.629051771394
10317.000026028	649.943661972	6.11060414968	450.0	0.96763926	0.693301094855
10317.000001441	480.0	5.10316362696	363.0	0.89719458	0.600102093362
10317.000016347	743.115384615	6.16458562746	457.0	0.95354552	0.697663025871
10317.000001595	583.721311475	6.27845587566	431.0	0.97058778	0.717411217183
10317.000002146	604.347826087	5.89695708245	420.0	0.96055756	0.676703114514
10317.000012158	900.475	6.64122828909	577.0	0.97366774	0.72404260299
10317.000014313	417.941176471	4.09839986198	248.0	0.85530356	0.515250026785
10317.000007749	410.108108108	5.55793524603	309.0	0.94230446	0.671941013008
10317.000017335	722.0625	5.97925444455	459.0	0.96667072	0.676206462346
10317.000002578	542.125	5.9825773669	383.0	0.96628174	0.697172535449
10317.000007719	523.5	5.06929269043	324.0	0.92995302	0.607839791924
10317.000006716	571.961538462	5.98393340373	449.0	0.95557164	0.679176522455
10317.000006802	584.909090909	5.7609189868	408.0	0.94092662	0.664280032359
10317.000002898	533.117647059	5.7993301668	386.0	0.95787796	0.674932692901
10317.000001647	516.590163934	5.76106907444	377.0	0.95238652	0.673146281008
10317.000002878	396.5	5.64051808228	341.0	0.92979772	0.670402605138
10317.000017667	549.081081081	5.89447594514	408.0	0.96202318	0.679680217783
10317.000009213	472.111111111	5.67959360715	357.0	0.9513047	0.669780752603
10317.000031434	589.5	5.22264800303	388.0	0.92022438	0.607290806183
10317.000027217	601.692307692	4.76179613254	381.0	0.83493388	0.555399123432
10317.000001546	524.75	6.37817965697	392.0	0.97641944	0.740382412453
10317.000009074	575.96875	5.97927589627	406.0	0.9681412	0.690022401141
10317.000027277	667.276315789	5.53141601242	460.0	0.92570574	0.625337429646
10317.000001333	266.12	4.32590205824	175.0	0.90941112	0.580563614869
10317.000023984	695.923076923	5.80325145975	459.0	0.94773764	0.656301914577
10317.000028933	644.714285714	6.18745132016	469.0	0.96512152	0.697299858059
10317.000015568	685.171875	6.06317709016	450.0	0.96531298	0.687920083176
10317.000006944	559.788990826	2.92272604813	428.0	0.55200898	0.334351894559
10317.000002028	662.5	5.61527053222	430.0	0.91369642	0.641877771645
10317.000003896	513.151515152	5.9206097966	390.0	0.95737726	0.687856696651
10317.000011025	700.150684932	6.31505882979	467.0	0.97271386	0.71217551801
10317.000017293	933.47826087	6.01352330583	535.0	0.95749174	0.6634956605
10317.000031284	383.5	3.69207384862	229.0	0.80868694	0.470975617987
10317.000020034	665.835443038	5.95383997085	484.0	0.9574436	0.667555921921
10317.000031847	639.246153846	5.49551271942	413.0	0.93732828	0.632395167122
10317.000013935	628.535714286	6.14649236148	479.0	0.9639002	0.690316029342
10317.000014019	630.921348315	6.29891885999	488.0	0.96872568	0.705307817474
10317.000023052	503.255319149	5.39374997332	341.0	0.94043652	0.641073032801
10317.000015385	667.987012987	6.42889514696	477.0	0.97382606	0.722522680209
10317.000017354	783.842105263	6.65298438397	522.0	0.97462826	0.73693549606
10317.000023475	732.347826087	6.51469097233	483.0	0.97665258	0.73068406329
10317.000003475	572.166666667	5.91510335297	443.0	0.94551242	0.67284651962
10317.000017269	583.338235294	5.68240326633	419.0	0.93733324	0.652339517539
10317.000014801	529.508474576	5.63765318164	355.0	0.95488386	0.665470882555
10317.000009716	618.568181818	6.59430631555	508.0	0.97688026	0.733623054467
10317.000013155	659.045454545	5.82436465688	459.0	0.94619828	0.658689650452
10317.000015604	491.328125	5.6712117916	376.0	0.952823	0.662943817632
10317.000009236	495.018518519	5.63465947423	365.0	0.93489398	0.661985809907
10317.000041289	749.882352941	5.60712591554	434.0	0.93956802	0.639969540414
10317.000030735	680.338709677	6.1904879407	470.0	0.9626557	0.697400565782
10317.000022541	671.529411765	5.22722518194	403.0	0.90371414	0.603979782016
10317.000034132	295.72	3.46234377143	226.0	0.77528856	0.442744825671
10317.000026633	673.553571429	5.85575506389	429.0	0.95466734	0.669624508905
10317.000028715	460.75	4.86012062991	262.0	0.91364236	0.604987516402
10317.000026126	413.692307692	4.42994630238	271.0	0.89191636	0.548114898613
10317.000033665	548.232142857	4.8416838572	346.0	0.89439454	0.574024571864
10317.000028755	698.45	6.14957752614	488.0	0.96127496	0.688585644578
10317.000016485	425.403846154	4.54027248401	308.0	0.85623448	0.549218546005
10317.000001001	437.893617021	4.55456440526	308.0	0.8682006	0.550947382377
10317.000002334	522.886075949	5.88330454203	420.0	0.95712032	0.675136422322
10317.000006797	376.0	4.77363974545	287.0	0.89662152	0.584653295907
10317.000013156	749.685714286	6.55829483938	485.0	0.97637444	0.735083138741
10317.000001529	550.703703704	6.13168489038	434.0	0.96765096	0.699840099967
10317.000002418b	821.168674699	6.44942182726	544.0	0.971593	0.709705441433
10317.000005849	370.0	4.22871108877	253.0	0.83218922	0.529714955825
10317.000011341	585.406779661	5.73667324761	406.0	0.95693008	0.662025488964
10317.000013355	816.125	6.30510835497	520.0	0.9657878	0.698830782078
10317.000006794	602.75	5.38364051555	404.0	0.92488692	0.621795913195
10317.000028723	673.470588235	5.56831219771	447.0	0.94146004	0.632465848624
10317.000002774	427.246153846	4.65135854585	340.0	0.85503378	0.553114795254
10317.000001531	525.096774194	6.27319892214	408.0	0.9686813	0.723350005884
10317.000018027	717.342105263	6.47214193928	503.0	0.9755282	0.721177061134
10317.000001948	402.695652174	5.03353963237	284.0	0.9283978	0.617631388871
10317.000001032	455.396226415	5.58434099558	336.0	0.95538068	0.665411079474
10317.000016697	880.965517241	7.05714795896	599.0	0.98482194	0.764885397649
10317.000011162	593.016129032	4.20274098249	403.0	0.7560389	0.485605745711
10317.000005999	451.846153846	4.95334371132	351.0	0.91267322	0.585825194255
10317.000001362	590.058139535	6.56496971558	472.0	0.97692752	0.739078411583
10317.000010947	492.195652174	5.71300604692	321.0	0.96235636	0.686129157252
10317.000002851	514.773584906	5.42439653469	359.0	0.93476828	0.639078553916
10317.000035452	566.593220339	6.55253357102	411.0	0.9762171	0.754639831669
10317.000005928	683.0	6.19006003068	508.0	0.95171758	0.688650258229
10317.000027807	937.0	6.43884014615	531.0	0.97210688	0.711272216902
10317.000031313	926.214285714	6.43628726041	550.0	0.9686088	0.707028866479
10317.000014458	472.344827586	5.45764501504	330.0	0.94692614	0.652335025508
10317.000016759	638.753623188	6.10727788564	459.0	0.96002644	0.690684902594
10317.000014308	660.654545455	6.10037157767	438.0	0.95822924	0.695215910795
10317.000010546	400.948275862	4.59365605289	305.0	0.88661984	0.556626957737
10317.000015305	710.936708861	6.69874092222	516.0	0.97497784	0.743377204053
10317.000014295	556.136363636	5.07105520729	335.0	0.91761732	0.60455946081
10317.000011055	741.119402985	6.20750850475	506.0	0.95367034	0.691028937417
10317.000002818	447.528301887	3.77829111461	326.0	0.6964189	0.452558886193
10317.000009667	613.078431373	4.79496173301	351.0	0.91013434	0.567093574037
10317.000012254	556.416666667	5.2636724129	380.0	0.91970804	0.614207829568
10317.000026037	634.785714286	6.26322112576	473.0	0.96496066	0.704865534743
10317.000007037	414.842105263	5.72782743602	358.0	0.92554178	0.675147549924
10317.000015594	737.388888889	6.61173304593	501.0	0.97881566	0.737203555265
10317.000004286	557.467741935	5.51263299934	396.0	0.94192448	0.63882317559
10317.000001351	500.518518519	5.0782452922	350.0	0.90914404	0.600889650607
10317.000010115	498.015384615	5.51890861607	371.0	0.93463042	0.646599948162
10317.000010981	586.630434783	6.02320728842	390.0	0.96294288	0.699776477591
10317.000013028	440.84375	5.9659066581	374.0	0.95859582	0.698020396308
10317.000017095	649.25	6.41521582999	448.0	0.9760505	0.72839301774
10317.000011048	751.203125	6.34220508263	491.0	0.96909476	0.70945230537
10317.000002079	471.666666667	5.24111292589	346.0	0.94327556	0.621380431293
10317.000014937	544.985074627	6.30936906538	433.0	0.9694728	0.720393727208
10317.000013653	504.5	5.04053828033	323.0	0.91368774	0.60471532416
10317.000021178	602.109090909	5.74353162368	407.0	0.9463942	0.662545602359
10317.000006741	558.1	5.829957341	414.0	0.95305866	0.670612076547
10317.000014548	564.220338983	5.98859541862	404.0	0.96124896	0.691666567691
10317.000013215	673.405063291	6.17954090827	474.0	0.96365172	0.695209742843
10317.000010867	544.842105263	5.733552097	379.0	0.96006194	0.66933410313
10317.000026613	546.653846154	5.89000336867	400.0	0.95841662	0.681409227474
10317.000006909	565.507042254	6.18303014901	440.0	0.96527638	0.704108515164
10317.000011163	471.75	5.2227001391	339.0	0.91094308	0.621369689256
10317.000012276	636.192307692	6.02858276751	469.0	0.95349396	0.679396037329
10317.000015003	518.368421053	5.46547129426	378.0	0.91939084	0.638322418763
10317.000001613	545.243589744	5.93180246727	431.0	0.95532858	0.677800674626
10317.000006029	549.430769231	5.84281849545	404.0	0.9570717	0.674829727489
10317.000005024	706.491803279	6.18268978201	471.0	0.95701544	0.696281526757
10317.000026632	674.0	6.22747909138	425.0	0.9712871	0.713234629184
10317.000033799	421.222222222	5.13700355128	273.0	0.9514896	0.63476556405
10317.000029152	595.294117647	4.17759621864	349.0	0.7672687	0.494560797706
10317.000022999	594.708333333	5.39143112559	365.0	0.934646	0.633410220538
10317.000037575	761.549295775	6.82043214727	527.0	0.97940448	0.754334136344
10317.000027681	640.327868852	6.46115247659	437.0	0.97262826	0.736608360422
10317.000021296	721.4	6.39454803621	524.0	0.9710721	0.707876519801
10317.000028712	653.564516129	5.6173242764	430.0	0.94515478	0.642112533752
10317.000027363	767.333333333	5.86546515522	464.0	0.95381374	0.662167276995
10317.000033801	714.015384615	5.59855338341	426.0	0.93791506	0.640954722804
10317.000011225	622.654545455	5.98680937822	414.0	0.96081632	0.688654553401
10317.000011409	489.272727273	5.24682997963	327.0	0.93461178	0.628126152842
10317.000009475	429.081967213	4.93977154075	329.0	0.9050335	0.590744409962
10317.000012928	530.8	5.71096209638	353.0	0.95315784	0.674773515678
10317.000028841	712.47826087	6.01889193988	455.0	0.96602336	0.681662620726
10317.000014534	501.019230769	5.62676182653	366.0	0.9503463	0.660751545191
10317.000016715	656.181818182	6.56138980983	474.0	0.9781748	0.738168448126
10317.000008954A	642.170212766	5.79294990683	398.0	0.94453286	0.670742351479
10317.000015912	555.066666667	5.2344763729	345.0	0.92995192	0.620900994439
10317.000016725	615.196721311	6.397347097	417.0	0.97847618	0.734997469011
10317.000018358	531.6	4.74192733399	337.0	0.87584552	0.564743423987
10317.000010102	470.016949153	5.55094093011	355.0	0.95296996	0.655235332993
10317.000008949B	466.25	5.99516636469	389.0	0.9587259	0.696818541891
10317.000010869	611.5	6.12898139282	433.0	0.9578457	0.699797349595
10317.000014571	586.381578947	6.43943190602	462.0	0.9739957	0.727475652088
10317.000010827	611.826086957	5.91453138284	388.0	0.96299426	0.687743177329
10317.000014162	593.609375	5.86830457493	419.0	0.95766208	0.673680975418
10317.000016736	603.189873418	5.77299561432	456.0	0.95394542	0.653579474562
10317.000001929	548.491803279	5.73978516027	398.0	0.95240738	0.664586619478
10317.000003196	602.825	6.12278482425	465.0	0.95982802	0.690974469521
10317.000028833	300.78125	4.08725845256	197.0	0.89053266	0.536241231282
10317.000004291	1069.41176471	6.3549490499	555.0	0.97233408	0.69709404087
10317.000035347	1061.5	6.35629459572	558.0	0.97267964	0.696647313038
10317.000031035	610.255319149	4.89499452342	343.0	0.88181664	0.581210743366
10317.000016765	665.692307692	6.17215267169	455.0	0.96507668	0.699019987023
10317.000004918	642.458333333	6.28829543261	468.0	0.97104904	0.708910583882
10317.000001347	567.015151515	5.91727928151	432.0	0.95191356	0.675882960238
10317.000005938	471.492537313	5.67614682826	402.0	0.94057408	0.656122172296
10317.000003982	554.517857143	5.09195977943	393.0	0.88024888	0.590825251214
10317.000001934	555.593220339	5.47747643927	400.0	0.9188629	0.633684355571
10317.000015355	597.058823529	5.9369362092	409.0	0.95339864	0.684297557798
10317.000002418a	753.0	6.44574722788	515.0	0.97761012	0.715524038464
10317.000026083	742.818181818	5.72590906763	465.0	0.93541936	0.646185860535
10317.000009476	398.5	4.69066480122	301.0	0.88579914	0.569696559395
10317.000003729	611.78021978	5.77843106167	484.0	0.94278826	0.647888739623
10317.000017219	752.516129032	6.40272792717	478.0	0.97332972	0.719337572991
10317.000004283	240.666666667	3.12027994576	152.0	0.74678876	0.430506505477
10317.000003473	617.246575342	6.570985868	497.0	0.96900998	0.733606230844
10317.000007068	281.775510204	4.96497957988	238.0	0.93407802	0.628890967307
10317.000011342	590.01369863	6.02474539937	447.0	0.94998174	0.684308920992
10317.000026056	500.659574468	4.70961633054	325.0	0.90700876	0.564411471323
10317.000012209	607.775862069	5.7509839505	402.0	0.94744648	0.664772810959
