	chao1	shannon	observed_otus	simpson	equitability
10317.000002503	494.514285714	5.44793171024	371.0	0.93170918	0.638284234526
10317.000013618	673.692307692	6.6158906571	463.0	0.97970522	0.747147260778
10317.000031796	985.072289157	6.50242076584	601.0	0.9666367	0.704394428272
10317.000026504	633.692307692	6.08966687847	438.0	0.96405864	0.69399597245
10317.000007104	751.018181818	5.83122791242	428.0	0.95783348	0.667076581253
10317.000007077	595.288135593	5.83848524738	393.0	0.96106442	0.677445357468
10317.000016408	775.04	6.41701918559	515.0	0.97226352	0.712335020324
10317.000005802	550.09375	4.49027579068	284.0	0.88853042	0.550971180435
10317.000006952	425.069767442	5.84736169402	334.0	0.96573056	0.697467550146
10317.000013023	597.7	5.96452962386	386.0	0.96738194	0.69415879509
10317.000002645	414.0	4.80643680777	324.0	0.89278826	0.576321733138
10317.000002027	578.428571429	5.8298861292	415.0	0.95783794	0.670335506211
10317.000027353	905.5	6.53965017075	600.0	0.95988264	0.708611837557
10317.000023798	799.346938776	6.09684218458	452.0	0.95434244	0.691237922786
10317.000041962	804.611111111	6.57406772949	549.0	0.97487234	0.722372447697
10317.000040352	483.52	4.31528871653	331.0	0.78236414	0.515523816243
10317.000028811	513.388888889	4.95493964739	384.0	0.90822544	0.577164972704
10317.000027772	1027.81481481	7.02869714246	628.0	0.98122564	0.756211289557
10317.000027617	692.0	5.48827823748	419.0	0.93368808	0.630053977121
10317.000039952	151.545454545	4.42739749317	139.0	0.89840354	0.621917985827
10317.000026028	687.966666667	6.05419344939	440.0	0.96616482	0.689436903498
10317.000001441	500.981132075	5.13457188028	364.0	0.90052158	0.60351384788
10317.000016347	827.288135593	6.17865727587	490.0	0.95296446	0.691384983708
10317.000001595	571.0	6.25473271058	432.0	0.96981974	0.714427536509
10317.000002146	589.444444444	5.85975993323	400.0	0.95919956	0.677910391448
10317.000012158	803.12345679	6.5764769387	550.0	0.9726482	0.722428761686
10317.000014313	360.4	4.08269391681	244.0	0.85113496	0.514793737712
10317.000007749	400.783783784	5.56369896958	302.0	0.94303604	0.675336930586
10317.000017335	763.149253731	5.97442686573	475.0	0.96679756	0.671904205628
10317.000002578	493.808823529	5.95110126326	378.0	0.9656698	0.695040033721
10317.000007719	540.52173913	5.07504431494	338.0	0.9278067	0.604108695219
10317.000006716	627.2	5.96672600434	440.0	0.95588012	0.67947632246
10317.000006802	522.098360656	5.73536903793	393.0	0.94063506	0.665480679232
10317.000002898	552.195652174	5.78945943532	381.0	0.95733322	0.675262150251
10317.000001647	555.01369863	5.79483665	406.0	0.9523978	0.668737681421
10317.000002878	390.58490566	5.63798309188	341.0	0.929826	0.67010130938
10317.000017667	622.641791045	5.97736804292	428.0	0.96367222	0.683794613904
10317.000009213	488.654545455	5.65121133691	361.0	0.94982748	0.665172760014
10317.000031434	606.786885246	5.21629705991	393.0	0.92092578	0.605252231818
10317.000027217	626.404255319	4.68492792788	379.0	0.82726726	0.546917858211
10317.000001546	590.346938776	6.35258671935	403.0	0.97603722	0.734009691269
10317.000009074	538.0	5.98883917865	399.0	0.9681789	0.693133033016
10317.000027277	690.933333333	5.50349327389	464.0	0.92469302	0.621303350833
10317.000001333	224.157894737	4.29385804933	176.0	0.90693996	0.575628046325
10317.000023984	677.202531646	5.82715719462	471.0	0.94885758	0.656242194123
10317.000028933	680.486486486	6.18599196828	470.0	0.96511618	0.696894063912
10317.000015568	700.560606061	6.07861171172	451.0	0.96629394	0.68942077829
10317.000006944	598.226086957	2.9964128741	447.0	0.56259798	0.340341694925
10317.000002028	592.6	5.57228532504	421.0	0.91237146	0.6391938694
10317.000003896	489.833333333	5.90584417417	378.0	0.95742878	0.689754375263
10317.000011025	836.130434783	6.30335529956	454.0	0.97256574	0.714135917186
10317.000017293	918.558823529	5.98535938417	538.0	0.95589964	0.659800938918
10317.000031284	411.387096774	3.67674139351	225.0	0.80658798	0.47054573241
10317.000020034	699.188405797	5.97531471448	476.0	0.95805342	0.671774832659
10317.000031847	608.0	5.48722975618	401.0	0.9376609	0.634548266736
10317.000013935	599.538461538	6.18783663249	480.0	0.96485204	0.694724670307
10317.000014019	690.884057971	6.31234921452	490.0	0.9687586	0.706344965255
10317.000023052	481.222222222	5.38805602285	340.0	0.94031256	0.640718937171
10317.000015385	675.391891892	6.38682530836	472.0	0.97324338	0.719023073748
10317.000017354	757.323943662	6.6553691154	515.0	0.97476018	0.738793567071
10317.000023475	766.516129032	6.51398853239	483.0	0.97643406	0.730605278023
10317.000003475	621.982758621	5.95524532692	459.0	0.94610158	0.673491220732
10317.000017269	529.789473684	5.66807174532	409.0	0.93749728	0.653307954823
10317.000014801	583.25	5.61079787179	340.0	0.9533961	0.667206212007
10317.000009716	652.136363636	6.612701133	520.0	0.9771174	0.732923027528
10317.000013155	659.780821918	5.77437289738	463.0	0.94428782	0.652112786713
10317.000015604	677.12244898	5.70021811891	401.0	0.95409442	0.659178435767
10317.000009236	442.727272727	5.57343230772	360.0	0.93236796	0.656326981225
10317.000041289	630.368421053	5.5752087795	410.0	0.9403525	0.64234363298
10317.000030735	658.25	6.17424838922	457.0	0.96256402	0.698756587064
10317.000022541	729.269230769	5.25138172686	416.0	0.90568424	0.603576588884
10317.000034132	365.303030303	3.49898951847	230.0	0.77553724	0.445987375645
10317.000026633	668.610169492	5.82599020169	428.0	0.95395618	0.66647740142
10317.000028715	363.95	4.80281614458	257.0	0.90858276	0.599930225939
10317.000026126	389.053571429	4.45567425588	282.0	0.8941003	0.547410301007
10317.000033665	612.862068966	4.85671926749	371.0	0.89067336	0.569017290384
10317.000028755	791.779661017	6.11934139288	481.0	0.96038788	0.686803010468
10317.000016485	420.580645161	4.49294762666	313.0	0.85099632	0.541970737295
10317.000001001	402.018867925	4.52790637805	299.0	0.86824612	0.550572161513
10317.000002334	615.484375	5.85303145112	429.0	0.95571458	0.669313054985
10317.000006797	355.0	4.78511751225	283.0	0.89823042	0.587516058941
10317.000013156	715.897058824	6.56428069512	471.0	0.9765459	0.739255493258
10317.000001529	554.1625	6.14082675446	436.0	0.96816734	0.700353291742
10317.000002418b	758.28	6.44312721426	543.0	0.97129818	0.709219934997
10317.000005849	425.418604651	4.23962174222	286.0	0.82923692	0.519569680359
10317.000011341	573.080645161	5.74068839843	400.0	0.95717892	0.664135111968
10317.000013355	686.22826087	6.27680736615	515.0	0.96374894	0.696770505654
10317.000006794	556.114285714	5.38090259895	390.0	0.92545682	0.625153491595
10317.000028723	752.158730159	5.57961108328	455.0	0.94088698	0.63191237717
10317.000002774	450.518518519	4.59281329845	327.0	0.85187658	0.549830308792
10317.000001531	530.114285714	6.24358269432	414.0	0.96744424	0.718190839285
10317.000018027	634.029850746	6.4702557153	465.0	0.97596614	0.730187592554
10317.000001948	366.204081633	5.00596737431	277.0	0.92754086	0.61697392792
10317.000001032	418.403846154	5.55600637542	327.0	0.95428424	0.665139317132
10317.000016697	890.639534884	7.06462718936	595.0	0.98492268	0.766499076578
10317.000011162	593.754098361	4.11784937307	393.0	0.74328242	0.477798234018
10317.000005999	453.134328358	4.95569763304	357.0	0.91222672	0.584413449256
10317.000001362	643.378378378	6.57163215976	480.0	0.9770053	0.737814402144
10317.000010947	436.372093023	5.71522412819	302.0	0.9623338	0.693729466933
10317.000002851	499.909090909	5.41092403393	359.0	0.93505038	0.637491283103
10317.000035452	690.166666667	6.52876799844	406.0	0.9756922	0.753435072897
10317.000005928	661.141304348	6.18872998929	505.0	0.95321582	0.689157438566
10317.000027807	775.8	6.33648349533	497.0	0.9703739	0.707425623369
10317.000031313	974.93902439	6.44229653126	580.0	0.96815168	0.701782171053
10317.000014458	590.977272727	5.46064721539	337.0	0.94756526	0.650339912107
10317.000016759	651.727272727	6.10798206269	459.0	0.95999282	0.690764539457
10317.000014308	586.411764706	6.0458048705	435.0	0.95640728	0.689776776295
10317.000010546	442.75	4.60255322546	304.0	0.8882413	0.55802542129
10317.000015305	785.347826087	6.74249571685	536.0	0.97566172	0.743704984057
10317.000014295	466.418181818	5.09440147839	330.0	0.9183076	0.608917675883
10317.000011055	699.513888889	6.21163674757	500.0	0.95459332	0.692815770529
10317.000002818	492.732142857	3.74990089497	343.0	0.68853798	0.445247216578
10317.000009667	534.052631579	4.76584223966	338.0	0.90858876	0.56730277774
10317.000012254	547.428571429	5.272488164	384.0	0.92020688	0.61415389567
10317.000026037	666.690140845	6.3191711267	492.0	0.96607204	0.706643654078
10317.000007037	409.625	5.73209208666	356.0	0.92575726	0.67629452169
10317.000015594	756.081081081	6.65842064678	516.0	0.97918626	0.738902755202
10317.000004286	515.886792453	5.49509077435	372.0	0.94241754	0.643516638572
10317.000001351	535.962264151	5.07786696299	355.0	0.90781226	0.59939348883
10317.000010115	555.591836735	5.55790189017	371.0	0.93700208	0.65116843276
10317.000010981	556.660377358	6.04269157741	396.0	0.96337432	0.700248215881
10317.000013028	438.517857143	5.97181626176	367.0	0.95919334	0.70094732739
10317.000017095	675.652173913	6.44515467984	465.0	0.97607328	0.727354866081
10317.000011048	690.391891892	6.36068817899	487.0	0.97012166	0.712460391153
10317.000002079	486.62	5.24915629313	339.0	0.94422612	0.624517304813
10317.000014937	569.054054054	6.29369763769	445.0	0.96867082	0.71538301618
10317.000013653	434.9	5.04301664989	315.0	0.91492948	0.607650349132
10317.000021178	706.56	5.80249013868	426.0	0.94802804	0.664302580276
10317.000006741	557.88	5.84845672025	430.0	0.95362758	0.668533126876
10317.000014548	632.492537313	6.04336837231	433.0	0.96314916	0.690022191048
10317.000013215	633.957746479	6.14108596441	448.0	0.96269924	0.6972679106
10317.000010867	530.147058824	5.78369696673	385.0	0.96103326	0.673406582024
10317.000026613	586.185185185	5.88352217682	406.0	0.9581812	0.678972198314
10317.000006909	570.088235294	6.15427537536	441.0	0.96480066	0.700572702629
10317.000011163	461.833333333	5.21653774951	334.0	0.91009124	0.622223490658
10317.000012276	634.418918919	6.01568632388	456.0	0.9526063	0.681055273442
10317.000015003	545.620689655	5.47382422095	385.0	0.918174	0.637327522593
10317.000001613	611.766666667	5.9035921465	428.0	0.95449028	0.675354852416
10317.000006029	541.238095238	5.86374866124	404.0	0.95736674	0.677247105008
10317.000005024	635.52173913	6.18518928016	467.0	0.956855	0.697529587342
10317.000026632	731.886792453	6.23928193812	438.0	0.97156706	0.711046535459
10317.000033799	590.37037037	5.16164866398	275.0	0.95257548	0.636982023348
10317.000029152	496.936170213	4.22026080223	324.0	0.77228216	0.506035576272
10317.000022999	606.0	5.41224380564	369.0	0.93670442	0.634682896453
10317.000037575	741.558441558	6.81744566923	530.0	0.97918676	0.753321520462
10317.000027681	717.02173913	6.42379055231	430.0	0.97285008	0.734299147579
10317.000021296	783.887640449	6.40575824696	542.0	0.97096424	0.705313050666
10317.000028712	562.014285714	5.62970886758	419.0	0.94465754	0.646290204062
10317.000027363	756.590163934	5.83597843118	456.0	0.953585	0.66070996263
10317.000033801	629.25	5.59561817739	401.0	0.93864556	0.64708240288
10317.000011225	711.875	5.94036742981	440.0	0.95866552	0.676474671759
10317.000011409	549.692307692	5.23658821419	328.0	0.93439408	0.626569623653
10317.000009475	429.355932203	4.93814266104	324.0	0.90566296	0.592114085904
10317.000012928	647.976744186	5.69690254123	374.0	0.95199192	0.666546494516
10317.000028841	759.65625	6.02889974168	458.0	0.96645162	0.682063666164
10317.000014534	503.964912281	5.60073607819	368.0	0.94951564	0.65708868042
10317.000016715	642.192307692	6.55453796017	475.0	0.97783548	0.737145456856
10317.000008954A	474.088235294	5.78385426119	376.0	0.94463322	0.676111308384
10317.000015912	488.166666667	5.25064782458	340.0	0.93063378	0.624379085769
10317.000016725	578.797101449	6.38623394896	419.0	0.9780944	0.733139233154
10317.000018358	488.960784314	4.67409013219	322.0	0.8727001	0.561053507144
10317.000010102	442.553846154	5.55844430076	352.0	0.9533848	0.657070658094
10317.000008949B	492.444444444	5.97602220954	392.0	0.95906462	0.693699766757
10317.000010869	623.246153846	6.1607094607	442.0	0.9586734	0.701044352627
10317.000014571	648.720588235	6.39078180863	464.0	0.97311624	0.721471609856
10317.000010827	534.015151515	5.96655951112	399.0	0.9637862	0.690554440894
10317.000014162	620.119402985	5.892169078	435.0	0.9581412	0.672248191774
10317.000016736	616.76744186	5.75699989019	467.0	0.95292244	0.649240884288
10317.000001929	507.048387097	5.75338944743	388.0	0.95367372	0.66900555308
10317.000003196	616.041666667	6.13898441682	467.0	0.9602933	0.69231887223
10317.000028833	264.933333333	4.09671947042	189.0	0.89085852	0.541733422522
10317.000004291	942.038461538	6.30964297431	543.0	0.97138548	0.694526808378
10317.000035347	882.259259259	6.33550319409	537.0	0.9725323	0.698606030481
10317.000031035	649.914893617	4.93206279819	355.0	0.8855705	0.582182705707
10317.000016765	675.014285714	6.14344084499	460.0	0.96383422	0.694528037407
10317.000004918	656.888888889	6.25810715789	478.0	0.97008406	0.703089630807
10317.000001347	652.568965517	5.89488122407	436.0	0.95066308	0.672303524393
10317.000005938	481.264705882	5.68674762998	407.0	0.9408688	0.655995279705
