	Test	OneGroup	OneCount	OneMean	TwoGroup	TwoCount	TwoMean	pValue	TestStatistic	pFDR	pBonferroni	NumBonferroni	taxon
0	KruskalWallis	All	1375.0	1.5774394888816564e-05				0.8794875913341756	0.6732048837855359				182431
0	KruskalWallis	All	1375.0	7.349007942765742e-08				1.6301067015097428e-07	34.4012006187818				714797
0	KruskalWallis	All	1375.0	6.57692364523958e-06				0.6099484471781877	1.8229735183133784				158027
0	KruskalWallis	All	1375.0	3.9059513111172887e-07				0.004280336135260028	13.171346979859885				2973395
0	KruskalWallis	All	1375.0	8.765273800406788e-07				0.050415584195495834	7.796256970463267				4398019
0	KruskalWallis	All	1375.0	3.00832547093292e-05				0.7443518226496539	1.2361329185395122				4333731
0	KruskalWallis	All	1375.0	8.572621507212235e-06				0.37636123889410766	3.1006802909208693				300870
0	KruskalWallis	All	1375.0	8.460647240959774e-07				0.5894362241826758	1.9187701046568864				300877
0	KruskalWallis	All	1375.0	1.4618120425213361e-05				0.1274157447813348	5.69525211726143				4380191
0	KruskalWallis	All	1375.0	1.3985599850258326e-06				0.6369402801674242	1.6999708329868637				4468965
0	KruskalWallis	All	1375.0	1.8404678683916878e-06				0.9134466073073656	0.5246359484641618				4415649
0	KruskalWallis	All	1375.0	1.023892885112441e-06				0.8798155178816943	0.6718019035127694				306330
0	KruskalWallis	All	1375.0	4.695267625926816e-06				0.5469668691326939	2.124526373077344				451449
0	KruskalWallis	All	1375.0	5.91385103114857e-08				0.9904149519404412	0.11156022634047037				591285
0	KruskalWallis	All	1375.0	0.00013098584399520106				0.002008280265329402	14.786727139463597				178478
0	KruskalWallis	All	1375.0	1.8997207243307803e-05				0.3667106779963903	3.166150079958089				178474
0	KruskalWallis	All	1375.0	3.5318328376229396e-07				0.4358558222101949	2.7258286130384053				585227
0	KruskalWallis	All	1375.0	7.695674024205615e-07				0.29781772233718107	3.682785155108956				1142026
0	KruskalWallis	All	1375.0	0.0012458225246775795				0.40637568828986803	2.9058154832554175				4424063
0	KruskalWallis	All	1375.0	8.56700029584848e-07				0.63451973648792	1.7108705386210676				354406
0	KruskalWallis	All	1375.0	2.5178314737767328e-05				0.1118019573445466	5.996062354455338				13986
0	KruskalWallis	All	1375.0	0.00010646920969354311				0.00369948385267373	13.483543405919104				315223
0	KruskalWallis	All	1375.0	1.237037715272413e-05				0.9253051805974546	0.47058217526320956				843454
0	KruskalWallis	All	1375.0	4.055193865695245e-06				0.33695892324756843	3.377810095955623				192142
0	KruskalWallis	All	1375.0	1.7593319023438612e-06				0.09338072911532329	6.407548857931743				843459
0	KruskalWallis	All	1375.0	7.018592798417831e-07				0.8108356495476627	0.9603878887780051				16006
0	KruskalWallis	All	1375.0	1.2893612892601155e-06				0.331429969833806	3.418929011292313				235024
0	KruskalWallis	All	1375.0	3.105621060953071e-06				0.2582021872143393	4.030380776741553				300596
0	KruskalWallis	All	1375.0	0.00010072879946180897				0.024266647686876808	9.413767497272875				2423305
0	KruskalWallis	All	1375.0	0.001348345941146308				0.028293435698859812	9.07630112085486				1096610
0	KruskalWallis	All	1375.0	2.8374355876304662e-05				0.9532841261084068	0.3351680779536918				875709
0	KruskalWallis	All	1375.0	0.022665646958528775				0.04961377437201717	7.832028371302824				4457438
0	KruskalWallis	All	1375.0	8.704722576850306e-06				0.13457592929055512	5.568887851343192				4324196
0	KruskalWallis	All	1375.0	1.9991165884999753e-06				0.08287054135855827	6.678828835588639				1139897
0	KruskalWallis	All	1375.0	8.732483673819456e-06				0.015587231722418623	10.381422677925235				198176
0	KruskalWallis	All	1375.0	3.4844349100934306e-07				0.903482247472945	0.5690385117833799				10512
0	KruskalWallis	All	1375.0	3.5812695475970015e-07				0.8862244201278773	0.6442815688782506				708264
0	KruskalWallis	All	1375.0	1.533739820200409e-05				0.8631323423997448	0.7426371201726162				302352
0	KruskalWallis	All	1375.0	0.0014858868783667327				0.12967510432164267	5.654664747257281				175761
0	KruskalWallis	All	1375.0	1.849842166449381e-06				0.9142060290528328	0.5212169016935073				3151924
0	KruskalWallis	All	1375.0	6.772614703465647e-06				0.5522491138438321	2.0983377855182037				145572
0	KruskalWallis	All	1375.0	1.9003537266261269e-06				0.033805824059444316	8.68369327920031				606419
0	KruskalWallis	All	1375.0	7.459997131298549e-06				0.888459377893736	0.6346363610652259				144196
0	KruskalWallis	All	1375.0	6.535287734639436e-06				0.9737459163049805	0.22328284020108008				110511
0	KruskalWallis	All	1375.0	1.4899513432700541e-06				0.17613522952099614	4.94144709173632				4454318
0	KruskalWallis	All	1375.0	3.870600155114045e-06				0.5894362241826758	1.9187701046568864				4454317
0	KruskalWallis	All	1375.0	0.000152839047286057				0.4363755989951943	2.7227464766096783				1116679
0	KruskalWallis	All	1375.0	7.05788514746249e-06				0.05200531656066865	7.726941145757185				4393745
0	KruskalWallis	All	1375.0	8.950120289479119e-05				0.5652590999796627	2.0345873207569927				925131
0	KruskalWallis	All	1375.0	1.2780893663604223e-05				8.98623159272212e-07	30.885372715951448				4481861
0	KruskalWallis	All	1375.0	5.797377675407087e-07				0.9056543991939813	0.5594273724258976				345282
0	KruskalWallis	All	1375.0	3.8089126300400104e-06				0.5717762444228691	2.0030387293804544				1097208
0	KruskalWallis	All	1375.0	6.0115021078638255e-06				0.689500485743985	1.4687537890953555				232222
0	KruskalWallis	All	1375.0	4.992030341658241e-06				0.5642680919314533	2.0394068012803825				1820776
0	KruskalWallis	All	1375.0	3.0101087777353063e-07				0.7451396560653822	1.2328379860857273				4346649
0	KruskalWallis	All	1375.0	1.756221332970468e-05				2.4323014506636517e-05	24.055438947961072				105409
0	KruskalWallis	All	1375.0	5.591679535943134e-05				0.7557027137772536	1.188754407239967				230578
0	KruskalWallis	All	1375.0	1.138184288663383e-05				0.720212461877642	1.3376510726665192				1113289
0	KruskalWallis	All	1375.0	5.5040263475925895e-06				0.08617196969479957	6.590209076537395				1113282
0	KruskalWallis	All	1375.0	0.0006139673059167243				0.004372812562443631	13.125551230673045				3924627
0	KruskalWallis	All	1375.0	2.2335491064711124e-06				0.6646828489324632	1.5767068177071997				298562
0	KruskalWallis	All	1375.0	2.286357871105276e-06				0.9028409288424551	0.5718694226507677				183598
0	KruskalWallis	All	1375.0	4.160368844750612e-07				0.8532089131185863	0.7843400074261383				271621
0	KruskalWallis	All	1375.0	3.308014372229646e-06				0.25415131412157277	4.068599047380693				183620
0	KruskalWallis	All	1375.0	2.46327900125032e-06				0.7292038952438324	1.2997017696606217				183626
0	KruskalWallis	All	1375.0	0.00012437116791895518				0.028438578342082188	9.065036008575888				4332078
0	KruskalWallis	All	1375.0	6.579910476012748e-07				0.8686602790878326	0.7192788217040023				558833
0	KruskalWallis	All	1375.0	1.0102898133592199e-05				0.7095234270357611	1.3830042235795617				185281
0	KruskalWallis	All	1375.0	2.754051042371989e-07				0.9144423801437516	0.5201517155826912				4372581
0	KruskalWallis	All	1375.0	0.00027866564896825515				0.23633582803537623	4.243569140110783				2438203
0	KruskalWallis	All	1375.0	0.0002981183111042258				0.8534872398797164	0.7831738830423822				4471067
0	KruskalWallis	All	1375.0	1.150409705208734e-06				0.18326324406030145	4.848109215892336				824402
0	KruskalWallis	All	1375.0	2.1176345059038842e-05				0.3279579125222748	3.445059685455154				4362300
0	KruskalWallis	All	1375.0	2.037722482591131e-06				0.789099629885666	1.0502326061542786				4369131
0	KruskalWallis	All	1375.0	3.8674693524599495e-06				0.009850070595119347	11.377549249026579				1713225
0	KruskalWallis	All	1375.0	1.4237263856016487e-06				0.8852043608868262	0.6486751607915179				328708
0	KruskalWallis	All	1375.0	1.257872582015813e-06				0.0006667120570362958	17.123105864650167				627230
0	KruskalWallis	All	1375.0	4.422190915353807e-06				0.5851977483579089	1.9388374811056122				321825
0	KruskalWallis	All	1375.0	3.1144756096924066e-06				0.8798155178816943	0.6718019035127694				588637
0	KruskalWallis	All	1375.0	4.41916519800564e-06				0.11160954558707578	6.000013966685708				4245392
0	KruskalWallis	All	1375.0	9.137043386782765e-07				0.099913913116889	6.253355112410489				3983005
0	KruskalWallis	All	1375.0	6.8645833219972545e-06				0.0016960499651398418	15.145985422073213				196597
0	KruskalWallis	All	1375.0	1.2142678418267502e-05				0.26950691015556166	3.926536498144281				548503
0	KruskalWallis	All	1375.0	0.0002005749688459719				0.4233470171833965	2.8009289560258566				179663
0	KruskalWallis	All	1375.0	1.1306050261679275e-06				0.9028461303736135	0.5718464741439169				179662
0	KruskalWallis	All	1375.0	3.9475371058788436e-05				0.03646122739150322	8.516447342895379				175168
0	KruskalWallis	All	1375.0	2.429417671873799e-05				0.39679735054312204	2.966639561884009				688934
0	KruskalWallis	All	1375.0	0.00021946171526574982				0.5433061877099223	2.1427824406800773				539328
0	KruskalWallis	All	1375.0	1.2525262147684587e-06				0.29624264351815105	3.695788022659635				66930
0	KruskalWallis	All	1375.0	1.4188480415583196e-06				0.9737459163049805	0.22328284020108008				746436
0	KruskalWallis	All	1375.0	8.72555204533393e-05				1.062777510279161e-06	30.53921794955889				300620
0	KruskalWallis	All	1375.0	1.1260151103854293e-06				7.0149859944897495e-34	157.29884924779947				300628
0	KruskalWallis	All	1375.0	6.541160136182157e-07				0.7443518226496539	1.2361329185395122				213885
0	KruskalWallis	All	1375.0	1.6125676962739672e-05				0.8759827276800456	0.6881707103295495				787663
0	KruskalWallis	All	1375.0	4.1235625518666853e-07				0.9904149519404412	0.11156022634047037				48874
0	KruskalWallis	All	1375.0	1.8245089930347476e-06				0.9303249566432005	0.4472161763140531				4385222
0	KruskalWallis	All	1375.0	1.0865679614484248e-06				0.7443518226496539	1.2361329185395122				4406817
0	KruskalWallis	All	1375.0	3.4538361231568452e-06				0.11481687818177046	5.934978388804242				4406814
0	KruskalWallis	All	1375.0	8.340937886301398e-06				0.2664044201695603	3.954636467372638				4406818
0	KruskalWallis	All	1375.0	7.131270716317877e-07				0.9532841261084068	0.3351680779536918				4406819
0	KruskalWallis	All	1375.0	6.279381131706446e-06				0.4612654459364778	2.5785328773015297				158321
0	KruskalWallis	All	1375.0	1.6036535305563958e-06				0.16008281297181845	5.165340433654221				307638
0	KruskalWallis	All	1375.0	2.1754065471001495e-06				0.8670539875833101	0.7260766502271041				4470078
0	KruskalWallis	All	1375.0	1.0715293589771196e-05				0.8854540775465178	0.6476000699653633				4424239
0	KruskalWallis	All	1375.0	2.32386439282991e-06				0.9904149519404412	0.11156022634047037				4294646
0	KruskalWallis	All	1375.0	2.0803453114274627e-06				0.9303249566432005	0.4472161763140531				773541
0	KruskalWallis	All	1375.0	9.67265757945644e-07				0.9532841261084068	0.3351680779536918				97534
0	KruskalWallis	All	1375.0	1.7293417338995231e-07				0.9737459163049805	0.22328284020108008				570500
0	KruskalWallis	All	1375.0	5.450054138012807e-07				0.9028160220729691	0.571979305480394				538947
0	KruskalWallis	All	1375.0	2.1997649082758963e-05				0.7443518226496539	1.2361329185395122				1129328
0	KruskalWallis	All	1375.0	0.0002866007816440227				0.7634941851807825	1.1563378852659532				278550
0	KruskalWallis	All	1375.0	2.396902976452634e-06				0.570382945670949	2.0097624515764916				167910
0	KruskalWallis	All	1375.0	1.1631017488918617e-06				0.8935358333199444	0.6126265239195604				196748
0	KruskalWallis	All	1375.0	8.16904442456223e-05				0.010209517769613827	11.299995476892976				196742
0	KruskalWallis	All	1375.0	9.157630172366464e-06				0.4977822366165603	2.377790858793607				29253
0	KruskalWallis	All	1375.0	1.1904179158531137e-05				0.5377912294064737	2.170455028982711				4374084
0	KruskalWallis	All	1375.0	5.41399576166659e-07				0.6139381056868636	1.8045831200206095				617340
0	KruskalWallis	All	1375.0	4.422471451742148e-06				0.05599305191878673	7.561743077671992				194424
0	KruskalWallis	All	1375.0	1.5884466663185216e-05				0.5530715642782318	2.0942763503157695				194425
0	KruskalWallis	All	1375.0	1.1164197289452877e-06				0.5925082107530792	1.9042856470493605				3723096
0	KruskalWallis	All	1375.0	2.4829722546218096e-06				0.5132224070370837	2.296340111486212				1122011
0	KruskalWallis	All	1375.0	4.8883422052971625e-05				0.18382956493740607	4.84083990370112				4417708
0	KruskalWallis	All	1375.0	3.726474173466205e-05				0.6450613675361438	1.6635779742401526				180731
0	KruskalWallis	All	1375.0	2.1072437517405827e-05				0.6335852142470499	1.7150852919556385				181468
0	KruskalWallis	All	1375.0	3.6638184753077465e-05				0.17974115236135968	4.893796191499234				181466
0	KruskalWallis	All	1375.0	1.7777815409601463e-05				0.49688795215249815	2.3825673626106765				2529278
0	KruskalWallis	All	1375.0	9.85489216926229e-05				0.05070170405040067	7.783626061222566				25695
0	KruskalWallis	All	1375.0	3.548104536029893e-07				0.9904149519404412	0.11156022634047037				4383135
0	KruskalWallis	All	1375.0	1.0877920725737617e-05				0.8737728046929482	0.6975808709502666				166637
0	KruskalWallis	All	1375.0	1.9183500677135347e-05				0.4571476286791428	2.601950916435194				146086
0	KruskalWallis	All	1375.0	2.6076872405935442e-05				0.4037202205437598	2.9225564111077493				187929
0	KruskalWallis	All	1375.0	1.8491002249108386e-06				0.9737459163049805	0.22328284020108008				342213
0	KruskalWallis	All	1375.0	3.6707400888924277e-07				0.798854557930061	1.0099078865482707				338987
0	KruskalWallis	All	1375.0	0.0006450981818639696				0.007879567736771285	11.859695809706588				187924
0	KruskalWallis	All	1375.0	2.6415842425968597e-06				0.7800441878313492	1.0876998506659514				4366173
0	KruskalWallis	All	1375.0	4.064716616570478e-05				0.09743454544078956	6.3107001915094045				553150
0	KruskalWallis	All	1375.0	1.1635611528991673e-06				0.8798155178816943	0.6718019035127694				851937
0	KruskalWallis	All	1375.0	2.815650066346223e-05				0.8363336217873727	0.8547416278852392				851938
0	KruskalWallis	All	1375.0	0.00012633854442753402				1.5209022321874385e-05	25.031374222640576				1885089
0	KruskalWallis	All	1375.0	9.150360099556448e-05				4.8130820360698186e-06	27.41725492534489				4336939
0	KruskalWallis	All	1375.0	1.2383485028932545e-06				0.43635943358897844	2.7228422878409577				568952
0	KruskalWallis	All	1375.0	7.616562574333246e-06				0.8798155178816943	0.6718019035127694				213717
0	KruskalWallis	All	1375.0	1.7183751665453328e-05				0.3417984670208301	3.342300471792735				4326091
0	KruskalWallis	All	1375.0	4.875394339528578e-08				0.9737459163049805	0.22328284020108008				333949
0	KruskalWallis	All	1375.0	9.526421628816946e-08				0.798854557930061	1.0099078865482707				239358
0	KruskalWallis	All	1375.0	1.2729851888164813e-06				0.8798155178816943	0.6718019035127694				338407
0	KruskalWallis	All	1375.0	1.33838625511459e-06				0.11374751276954014	5.956467066875741				4341816
0	KruskalWallis	All	1375.0	2.3670576246148635e-06				0.6139381056868636	1.8045831200206095				546384
0	KruskalWallis	All	1375.0	9.806341855539955e-06				0.1769776055175018	4.930234159131689				821080
0	KruskalWallis	All	1375.0	6.604550212238041e-06				0.698047933153806	1.4320139741416973				3409363
0	KruskalWallis	All	1375.0	5.186852931395299e-07				0.8867312344235956	0.6420966451146513				320581
0	KruskalWallis	All	1375.0	2.822453812507609e-07				0.2582021872143393	4.030380776741553				549603
0	KruskalWallis	All	1375.0	2.7971802467219126e-05				0.0006083570896719898	17.316404033389123				256215
0	KruskalWallis	All	1375.0	6.5172166243903714e-06				0.43826032936064696	2.711595656768549				175550
0	KruskalWallis	All	1375.0	6.718206674575489e-07				0.8567159182129036	0.7696323586490974				948115
0	KruskalWallis	All	1375.0	1.4384818242685486e-06				0.1985093473664585	4.659351494264011				4403259
0	KruskalWallis	All	1375.0	1.6310999398524475e-07				0.06032666047020991	7.394701138200571				179585
0	KruskalWallis	All	1375.0	3.111916952544238e-06				0.5423345600256682	2.147642948760134				4164932
0	KruskalWallis	All	1375.0	3.7979867445870583e-07				0.9097992837879989	0.5409846697328038				4448407
0	KruskalWallis	All	1375.0	5.993311686193671e-05				0.00974498729831134	11.400749804564562				3141342
0	KruskalWallis	All	1375.0	2.528009349160298e-07				0.798854557930061	1.0099078865482707				576813
0	KruskalWallis	All	1375.0	1.8292584435860808e-05				0.17688904254895044	4.931410672586999				178183
0	KruskalWallis	All	1375.0	9.338705366246303e-07				0.38098483955598167	3.0698215877367496				174605
0	KruskalWallis	All	1375.0	1.4404690572385921e-05				0.4087516086471775	2.890914427509676				4415338
0	KruskalWallis	All	1375.0	0.00014715298891198483				0.002731934368431754	14.131172228344067				4446669
0	KruskalWallis	All	1375.0	2.4454804586233046e-06				0.9737459163049805	0.22328284020108008				289714
0	KruskalWallis	All	1375.0	0.00018097907012964108				0.8435811470767538	0.824572034514643				4354486
0	KruskalWallis	All	1375.0	6.766487965904128e-05				0.05699799733902048	7.521916187128359				151870
0	KruskalWallis	All	1375.0	6.790046014213713e-07				0.8867312344235956	0.6420966451146513				369449
0	KruskalWallis	All	1375.0	1.6052926306730116e-06				0.8877384353968896	0.6377505418336575				304663
0	KruskalWallis	All	1375.0	6.523992270503927e-06				0.9532841261084068	0.3351680779536918				301294
0	KruskalWallis	All	1375.0	5.186459742174786e-07				0.8930690313848928	0.6146566165802068				304668
0	KruskalWallis	All	1375.0	0.0001575964855237712				0.26965946638989813	3.9251623282152432				2506486
0	KruskalWallis	All	1375.0	1.3572967248756414e-07				0.9056543991939813	0.5594273724258976				293697
0	KruskalWallis	All	1375.0	1.310343961852458e-05				0.13384592048254576	5.581474883726353				4347763
0	KruskalWallis	All	1375.0	2.6515663150604775e-07				0.8261416020714463	0.8970419223124225				154424
0	KruskalWallis	All	1375.0	4.963520870790377e-06				0.6881794698151149	1.474450933972814				2883975
0	KruskalWallis	All	1375.0	5.724856876838568e-05				0.14117001490885395	5.458038788477629				199710
0	KruskalWallis	All	1375.0	4.380071168390657e-06				0.4912139269901682	2.4130287835320297				190679
0	KruskalWallis	All	1375.0	0.00024552267756615745				0.005773685358894572	12.529200552588074				190676
0	KruskalWallis	All	1375.0	0.00019544625723960006				0.18592906144316393	4.814072088863911				190675
0	KruskalWallis	All	1375.0	1.2946238551411744e-06				0.0668219561621119	7.16495197706343				4482404
0	KruskalWallis	All	1375.0	4.340748779164406e-07				0.9904149519404412	0.11156022634047037				183321
0	KruskalWallis	All	1375.0	6.0867995455076407e-05				0.9904149519404412	0.11156022634047037				1921593
0	KruskalWallis	All	1375.0	3.7934581812719306e-05				0.5894362241826758	1.9187701046568864				264496
0	KruskalWallis	All	1375.0	7.865686778579618e-05				0.06201248733822805	7.3328477235587775				4310221
0	KruskalWallis	All	1375.0	2.664689571955964e-06				0.6561832687633724	1.6141606411756966				4416763
0	KruskalWallis	All	1375.0	0.00016107918581831338				0.416555322492279	2.842475611308562				4453535
0	KruskalWallis	All	1375.0	2.4805582175395007e-06				0.9028402148991979	0.571872572464005				115186
0	KruskalWallis	All	1375.0	5.340560436290049e-07				0.9146805337817314	0.5190778761364142				4390403
0	KruskalWallis	All	1375.0	0.00019959732403970675				0.28209908266775563	3.815407298984696				912997
0	KruskalWallis	All	1375.0	2.5769641980098507e-05				0.8657518107049342	0.7315810606268759				181239
0	KruskalWallis	All	1375.0	3.7686513348273904e-07				0.8846911148512131	0.6508838288945646				313800
0	KruskalWallis	All	1375.0	3.169079194482677e-07				0.021162290047597454	9.71380753715711				4417418
0	KruskalWallis	All	1375.0	1.0065620296190738e-06				0.334953397543131	3.3926563745108527				1004910
0	KruskalWallis	All	1375.0	3.946991696442322e-06				0.29781772233718107	3.682785155108956				4307265
0	KruskalWallis	All	1375.0	0.00010016498786165568				0.09812229986679395	6.294654110311541				186955
0	KruskalWallis	All	1375.0	1.0501753680239716e-06				0.8126487160373623	0.952891334450112				339934
0	KruskalWallis	All	1375.0	3.4753051741842677e-06				0.6968096679817725	1.43732357955679				130048
0	KruskalWallis	All	1375.0	1.2743994915470733e-05				0.7031158781561225	1.4103267534069501				85367
0	KruskalWallis	All	1375.0	0.002433891760507245				0.0007014919619626797	17.015746047278906				185420
0	KruskalWallis	All	1375.0	0.009246488345147524				0.21213654868123233	4.501724149820826				173876
0	KruskalWallis	All	1375.0	2.453708544839631e-05				0.6985584833281362	1.4298260057957648				743082
0	KruskalWallis	All	1375.0	1.066599327707455e-06				0.5894362241826758	1.9187701046568864				4363553
0	KruskalWallis	All	1375.0	1.8358584639440731e-06				0.8532089131185863	0.7843400074261383				316560
0	KruskalWallis	All	1375.0	2.4478971721120174e-06				0.09407700893698817	6.390630490438564				178961
0	KruskalWallis	All	1375.0	1.580994792203395e-06				0.18290550923722643	4.852711941904123				272886
0	KruskalWallis	All	1375.0	1.1814032095248874e-07				0.9015998100312652	0.5773394980772169				814609
0	KruskalWallis	All	1375.0	1.938458788972563e-05				0.24255708158324016	4.181138447506718				174885
0	KruskalWallis	All	1375.0	9.282245697812988e-06				0.24149096670032374	4.191732067252546				190220
0	KruskalWallis	All	1375.0	1.7529262865189727e-06				0.025885620496567386	9.27192933041609				370357
0	KruskalWallis	All	1375.0	6.659150480867622e-06				0.39728386223300094	2.96352050035006				158649
0	KruskalWallis	All	1375.0	4.860303883876892e-06				0.524242623862774	2.2393329042141343				4469924
0	KruskalWallis	All	1375.0	0.00030511441598748826				0.0003256537387816607	18.63246483661005				4387453
0	KruskalWallis	All	1375.0	1.1880347794851703e-05				0.011833511590528437	10.980184109349581				215468
0	KruskalWallis	All	1375.0	0.0002669146505465953				0.20433142370080767	4.590815129940859				593868
