Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
Age_50_55	Age_35_39	5.26677368895	0.880824080276	5.18963004294	0.8520265942	0.967516332601	1.0
Age_40_44	Age_25_29	5.37930254392	0.709990847749	5.23268882362	0.824408440651	1.69001525863	1.0
Age_40_44	Age_18_24	5.37930254392	0.709990847749	5.14941737698	0.827523331199	2.42211860077	0.231
Age_30_34	Age_45_49	5.30562264234	0.77310972851	5.40576616493	0.833293143393	-1.34346811351	1.0
Age_35_39	Age_25_29	5.18963004294	0.8520265942	5.23268882362	0.824408440651	-0.447520743225	1.0
Age_50_55	Age_30_34	5.26677368895	0.880824080276	5.30562264234	0.77310972851	-0.517065401786	1.0
Age_50_55	Age_40_44	5.26677368895	0.880824080276	5.37930254392	0.709990847749	-1.49513254279	1.0
Age_50_55	Age_18_24	5.26677368895	0.880824080276	5.14941737698	0.827523331199	1.11872211378	1.0
Age_18_24	Age_45_49	5.14941737698	0.827523331199	5.40576616493	0.833293143393	-2.50998317559	0.441
Age_35_39	Age_45_49	5.18963004294	0.8520265942	5.40576616493	0.833293143393	-2.72258322649	0.168
Age_35_39	Age_40_44	5.18963004294	0.8520265942	5.37930254392	0.709990847749	-2.43077358173	0.273
Age_50_55	Age_45_49	5.26677368895	0.880824080276	5.40576616493	0.833293143393	-1.86103005608	1.0
Age_45_49	Age_25_29	5.40576616493	0.833293143393	5.23268882362	0.824408440651	1.88741429158	1.0
Age_30_34	Age_18_24	5.30562264234	0.77310972851	5.14941737698	0.827523331199	1.58365028009	1.0
Age_35_39	Age_30_34	5.18963004294	0.8520265942	5.30562264234	0.77310972851	-1.47128135222	1.0
Age_50_55	Age_25_29	5.26677368895	0.880824080276	5.23268882362	0.824408440651	0.364331842895	1.0
Age_40_44	Age_45_49	5.37930254392	0.709990847749	5.40576616493	0.833293143393	-0.356986923824	1.0
Age_18_24	Age_25_29	5.14941737698	0.827523331199	5.23268882362	0.824408440651	-0.725910575666	1.0
Age_30_34	Age_25_29	5.30562264234	0.77310972851	5.23268882362	0.824408440651	0.816391023492	1.0
Age_35_39	Age_18_24	5.18963004294	0.8520265942	5.14941737698	0.827523331199	0.376984533493	1.0
Age_30_34	Age_40_44	5.30562264234	0.77310972851	5.37930254392	0.709990847749	-1.0140262658	1.0
