OTU	Test-Statistic	P	FDR_P	Bonferroni_P	hispanic_mean	white_mean	black_mean	asian_mean
k__Bacteria; p__Fusobacteria	20.8833900701	0.000111312549891	0.0012244380488	0.0012244380488	0.00112174550971	0.00011887660639	0.0	0.0011625278046
k__Bacteria; p__Tenericutes	16.7631040035	0.000790613894119	0.00434837641765	0.00869675283531	0.00506657374488	0.00841005021488	0.00257073896134	0.000392253715514
k__Bacteria; p__Lentisphaerae	12.3092812671	0.00639541150917	0.0234498422003	0.0703495266009	0.000302859747804	8.97651973255e-05	0.0	5.04922999243e-05
k__Bacteria; p__Verrucomicrobia	11.0596169961	0.0114078334224	0.0313715419116	0.125486167647	0.00148253384842	0.00334224609345	0.0045568034352	0.00014111237389
k__Bacteria; p__Cyanobacteria	7.13962475797	0.0675781313613	0.137077136647	0.743359444974	0.000106966083965	0.000983328753554	2.87636543965e-05	0.0
k__Bacteria; p__Bacteroidetes	6.59923195339	0.0858301255254	0.137077136647	0.94413138078	0.648833152661	0.660988675519	0.686973619662	0.743218531422
k__Bacteria; p__Actinobacteria	6.56247590777	0.0872309051388	0.137077136647	0.959539956526	0.00376290416998	0.00167320749631	0.000507192263564	0.00171837972792
k__Bacteria; p__Firmicutes	6.04613614493	0.109387049293	0.150407192778	1.0	0.312485542733	0.292664573793	0.281415915223	0.220479747427
Unassigned	4.06361725834	0.254676049982	0.311270727756	1.0	0.00146998693204	0.00256664572622	0.00116694488909	0.00234406909529
k__Bacteria; p__Synergistetes	2.69391972003	0.441261563369	0.485387719706	1.0	0.0	1.12813590611e-05	0.0	2.17918730841e-05
k__Bacteria; p__Proteobacteria	2.36756213771	0.499701481986	0.499701481986	1.0	0.0253677345698	0.0291513492414	0.0227800219121	0.0304710942606
