OTU	Test-Statistic	P	FDR_P	Bonferroni_P	hispanic_mean	white_mean	black_mean	asian_mean
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__	28.8	2.4669397525e-06	0.00012828086713	0.00012828086713	0.0	0.0	8.63625657533e-05	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae	21.2414200517	9.37953901137e-05	0.00192941753145	0.00487736028591	0.00167316620205	0.0016027387745	0.00140430754977	0.000718834560783
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae	20.8833900701	0.000111312549891	0.00192941753145	0.00578825259435	0.00112174550971	0.00011887660639	0.0	0.0011625278046
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae	18.8814659153	0.000289269017164	0.00376049722314	0.0150419888926	0.0455211795363	0.0450073806629	0.0613596354917	0.0231351036524
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__	17.9730290011	0.00044551937163	0.00463340146495	0.0231670073248	0.0283574520045	0.0306421516017	0.0294346129127	0.018541192661
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]	16.8670343732	0.000752665022588	0.00629428091563	0.0391385811746	0.00924283717084	0.00870096565854	0.0140048989483	0.00395499885299
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae	16.6167254504	0.000847307046335	0.00629428091563	0.0440599664094	0.457325444912	0.50436330338	0.497923241233	0.652453152324
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae	16.2357017532	0.00101453082612	0.0065944503698	0.0527556029584	0.00164252662088	0.00105250129279	0.000244410672876	0.000998576951759
k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__	15.8060434222	0.00124267820084	0.00717991849376	0.0646192664438	0.00386733754542	0.00610915778883	0.00257073896134	7.99035346418e-05
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]	13.9736032639	0.00294130431458	0.0152947824358	0.152947824358	0.0183638978064	0.0129046261717	0.00307692307692	0.00200328843005
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae	12.8968847151	0.00486498841376	0.0229981270468	0.252979397515	0.000164454076658	0.000137934514025	7.85114234121e-06	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae	12.6763654445	0.00539141575883	0.0233628016216	0.280353619459	8.70510945937e-05	0.000100483736206	0.000141028892358	0.0
k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Victivallales; f__Victivallaceae	12.3092812671	0.00639541150917	0.0255816460367	0.332561398477	0.000302859747804	8.97651973255e-05	0.0	5.04922999243e-05
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae	11.4079719691	0.00971250194369	0.0360750072194	0.505050101072	0.0399947408439	0.028289419975	0.00713647944221	0.0196701566014
k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae	10.674306241	0.0136239199315	0.0472295890958	0.708443836437	0.00121317420699	0.00329728441241	0.00452933845306	0.00014111237389
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae	9.75892235789	0.0207305621055	0.0641390321615	1.0	0.0436101925107	0.0384586520418	0.068392022078	0.0292513073994
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	9.7339422865	0.0209685297451	0.0641390321615	1.0	2.21256656833e-05	3.34171435412e-05	3.66147967377e-05	0.0
k__Bacteria; p__Tenericutes; c__RF3; o__ML615J-28; f__	8.89490704039	0.0307212840256	0.0883561109376	1.0	0.00119923619946	0.00213041949482	0.0	0.000312350180873
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__	8.76250823293	0.0326209337097	0.0883561109376	1.0	0.0169276276276	0.00170298189359	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae	8.67213310113	0.0339831195914	0.0883561109376	1.0	3.8910249742e-05	7.37008360041e-06	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	8.0228536806	0.045541742701	0.112770029545	1.0	0.000592442201447	0.00121032909716	0.000810553473904	0.000529510622629
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7	7.81166785126	0.0500686181415	0.118344006516	1.0	0.00716590524487	0.00959433607428	0.027193210331	0.00240367201378
k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__	7.13962475797	0.0675781313613	0.152785340469	1.0	0.000106966083965	0.000983328753554	2.87636543965e-05	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae	6.63640669223	0.0844354330504	0.182943438276	1.0	9.3186575894e-06	6.34543120543e-05	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	6.48308536532	0.0903319675263	0.187890492455	1.0	0.167988544149	0.14643679493	0.153750400781	0.112901332038
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]	6.30238695262	0.097790281341	0.195580562682	1.0	0.0106592013429	0.0119335925169	0.00785059426382	0.010346852148
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae	5.75860394545	0.123963872476	0.235921195541	1.0	0.00637067932577	0.00622080990575	0.00509385410813	0.00278799147646
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae	5.58524682915	0.133627892644	0.235921195541	1.0	0.000467851399748	0.000304537238599	0.000238065181238	0.00050317838039
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]	5.56214814559	0.134968363668	0.235921195541	1.0	0.000547748118817	0.000361473494084	0.000424495412526	0.000151877991861
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae	5.54267434522	0.136108382043	0.235921195541	1.0	0.00250375806664	0.00259304543466	0.00198499786272	0.00168126193357
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae	4.81503434844	0.185853201352	0.310717137926	1.0	0.000248316195681	0.000237589216169	0.000826831065915	5.40425052271e-05
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae	4.70062977808	0.195077632481	0.310717137926	1.0	0.0306155517583	0.0222194681922	0.0337568943087	0.0220556490336
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	4.6279509082	0.201157383467	0.310717137926	1.0	0.00113620468955	0.00134845352995	0.000246903838303	0.003463600605
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	4.60444375012	0.203161205567	0.310717137926	1.0	0.0730513762621	0.0805603220035	0.054057941806	0.0607177840672
Unassigned	4.06361725834	0.254676049982	0.368904048369	1.0	0.00146998693204	0.00256664572622	0.00116694488909	0.00234406909529
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__	4.05680572912	0.25539511041	0.368904048369	1.0	0.0065165376357	0.00548356916256	0.000177304964539	0.00239425149931
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__EtOH8	3.11947116405	0.373569347309	0.513146760971	1.0	5.13249983647e-05	1.86277295817e-05	0.0	0.0
k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__[Cerasicoccales]; f__[Cerasicoccaceae]	3.10988192653	0.374991863787	0.513146760971	1.0	0.000269359641434	4.49616810411e-05	2.74649821478e-05	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae	2.98482991906	0.393970022939	0.520192472631	1.0	0.00210094721166	0.000617576147704	0.000262781590688	0.000719802776161
k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae	2.945222944	0.40014805587	0.520192472631	1.0	0.0	0.00017047293123	0.0	0.0
k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae	2.69391972003	0.441261563369	0.559648812078	1.0	0.0	1.12813590611e-05	0.0	2.17918730841e-05
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae	2.5401131883	0.468085329625	0.579534217631	1.0	0.000268582196202	0.000222628431547	0.00012790763194	0.000126018042658
k__Bacteria; p__Firmicutes; c__Clostridia; o__SHA-98; f__	2.38806836257	0.495859557894	0.599644116523	1.0	5.94026581657e-06	2.98196166832e-05	4.85319097306e-05	7.26395769471e-06
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Propionibacteriaceae	1.9115291549	0.590970620057	0.698419823704	1.0	1.9430337438e-05	3.13005581302e-06	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae	1.66602350049	0.644513776131	0.729606279458	1.0	0.0	2.25863685262e-05	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae	1.66197278559	0.64542093952	0.729606279458	1.0	0.0169505957418	0.0214351139196	0.0212045542963	0.0240560212706
k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae	1.39524952101	0.70664864685	0.781824034812	1.0	8.76966949607e-05	0.000175517938657	0.000271040288007	0.000192258216144
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Succinivibrionaceae	0.82742113074	0.842897639515	0.903010109104	1.0	0.0	0.000241624419847	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae	0.793950785457	0.850913372041	0.903010109104	1.0	1.80886578133e-05	1.53102301968e-05	1.91021967526e-05	1.64102613824e-05
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]	0.688060761484	0.876008521107	0.911048861951	1.0	8.53232481017e-06	4.33503514648e-05	0.0	7.26395769471e-06
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales	0.412322274885	0.937685401907	0.95607139018	1.0	0.0	2.96373590355e-05	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae	0.216967057582	0.974804846092	0.974804846092	1.0	9.31543350117e-05	5.11814422999e-05	8.23949464433e-05	4.50986063189e-05
