OTU	Test-Statistic	P	FDR_P	Bonferroni_P	male_mean	female_mean
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae	1.09284627113	0.2958414266	0.575287157409	1.0	0.0	3.05522938153e-06
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__	1.09284627113	0.2958414266	0.575287157409	1.0	0.0	3.67676272786e-06
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__	1.09284627113	0.2958414266	0.575287157409	1.0	0.0	2.70683725351e-05
k__Bacteria; p__Chloroflexi; c__TK10; o__AKYG885; f__5B-12	1.09284627113	0.2958414266	0.575287157409	1.0	0.0	1.02415835946e-06
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	1.09099209795	0.296251496561	0.575287157409	1.0	0.203001305483	0.193735195989
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae	1.04213006402	0.307326592356	0.575287157409	1.0	1.66071693748e-07	5.43522508892e-08
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	1.00894545725	0.315155607408	0.575287157409	1.0	0.00473132799148	0.00243250463145
k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae	0.939622213941	0.332375017501	0.575287157409	1.0	0.000157582193487	0.000103498575914
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__	0.915041782748	0.338780214918	0.575287157409	1.0	1.30910579957e-06	0.0
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__BPC076; f__	0.915041782748	0.338780214918	0.575287157409	1.0	6.97599629435e-07	0.0
k__Bacteria; p__Verrucomicrobia; c__Verruco-5; o__WCHB1-41; f__RFP12	0.915041782748	0.338780214918	0.575287157409	1.0	1.4588623609e-06	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__	0.915041782748	0.338780214918	0.575287157409	1.0	7.90203925603e-07	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae	0.915041782748	0.338780214918	0.575287157409	1.0	1.1475476021e-06	0.0
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Myxococcaceae	0.915041782748	0.338780214918	0.575287157409	1.0	6.96442143006e-07	0.0
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Sphaerochaetales; f__Sphaerochaetaceae	0.915041782748	0.338780214918	0.575287157409	1.0	1.12059351115e-06	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Saccharospirillaceae	0.915041782748	0.338780214918	0.575287157409	1.0	1.1161594071e-06	0.0
k__Bacteria; p__Bacteroidetes; c__[Rhodothermi]; o__[Rhodothermales]; f__[Balneolaceae]	0.915041782748	0.338780214918	0.575287157409	1.0	8.37119555322e-07	0.0
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobulbaceae	0.915041782748	0.338780214918	0.575287157409	1.0	9.76639481209e-07	0.0
k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolinaceae	0.915041782748	0.338780214918	0.575287157409	1.0	9.09902652548e-07	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Ectothiorhodospiraceae	0.915041782748	0.338780214918	0.575287157409	1.0	4.15104214404e-06	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__	0.915041782748	0.338780214918	0.575287157409	1.0	7.68312045327e-07	0.0
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae	0.874449202774	0.349726518886	0.588324985041	1.0	0.00186400345459	0.000528525196996
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae	0.835228821828	0.360764905216	0.588567710257	1.0	4.35812857348e-07	6.12762338578e-07
k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Oscillatoriales; f__Phormidiaceae	0.835205592881	0.360771583652	0.588567710257	1.0	4.45893674506e-06	2.79929502554e-07
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__0319-6G20	0.829885825548	0.362305545812	0.588567710257	1.0	1.99297656594e-06	4.31792912119e-06
k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Victivallales; f__Victivallaceae	0.827659828481	0.362950087992	0.588567710257	1.0	0.000226779633975	0.000208769931115
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__	0.816293811855	0.36626600132	0.588641787836	1.0	4.3965760662e-06	5.8112923114e-07
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae	0.76259017164	0.382519148672	0.605696518823	1.0	0.00037890607207	0.000170671543182
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae	0.759108066163	0.383607795254	0.605696518823	1.0	1.23729971e-06	1.850905178e-07
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae	0.711393189345	0.398981694439	0.622741636695	1.0	4.74893636559e-06	1.04773315154e-06
k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae	0.704360447766	0.401322388092	0.622741636695	1.0	9.90376084335e-07	1.36201928825e-06
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae	0.647414216972	0.421038684266	0.647751821948	1.0	6.45034017093e-05	7.73675272954e-06
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae	0.551612509945	0.457659571013	0.698124769342	1.0	4.53568020899e-07	0.00150371890637
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae	0.540303540775	0.462306956543	0.699287833426	1.0	3.30263873997e-05	7.62940104398e-05
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae	0.514572787122	0.473166003623	0.704977388013	1.0	0.00013319575993	0.000297571092126
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae	0.503861713896	0.477808215325	0.704977388013	1.0	0.000586956392221	0.000410979235023
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__SUP05	0.503839299519	0.477818007431	0.704977388013	1.0	5.12670281613e-06	9.15420610873e-07
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae	0.481710674259	0.487648471595	0.710330642654	1.0	7.66510933596e-05	0.000139221198626
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae	0.45859467395	0.498281487509	0.710330642654	1.0	0.00056184179858	0.00053742544392
k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae	0.458069788701	0.49852744422	0.710330642654	1.0	3.713762004e-07	9.33743254144e-07
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae	0.454880431795	0.500026380724	0.710330642654	1.0	0.000103136598808	0.000184446750446
k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae	0.451111748324	0.501807475124	0.710330642654	1.0	4.09333104793e-06	0.000338626823814
k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae	0.444154559536	0.505124012554	0.710330642654	1.0	2.64719000194e-07	3.95751194663e-07
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__GMD14H09; f__	0.42723121526	0.513350685544	0.716303282155	1.0	2.59137249453e-05	2.67224040752e-07
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae	0.405986919341	0.524013446768	0.720263129149	1.0	1.91236109307e-06	1.55132866839e-05
k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]	0.405638644047	0.524191499548	0.720263129149	1.0	1.54361026663e-06	2.61337646834e-06
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae	0.366840875324	0.544731317622	0.742815433121	1.0	0.00340736391426	0.00243781146844
k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae	0.301459299764	0.582969013986	0.783679944174	1.0	8.06691713787e-07	1.63873657031e-06
k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Elusimicrobiales; f__Elusimicrobiaceae	0.300760287981	0.583406180663	0.783679944174	1.0	1.12337332207e-05	1.62468004482e-05
k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__	0.285461166734	0.593143911799	0.790858549065	1.0	0.000276925414922	0.000219077922618
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__	0.251370007734	0.616112060722	0.805941722766	1.0	9.81524377543e-07	1.47730759509e-07
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Aurantimonadaceae	0.250220945896	0.616919545623	0.805941722766	1.0	1.06542029878e-06	2.03426798479e-06
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__	0.246921365085	0.619251230016	0.805941722766	1.0	2.13438158866e-06	1.16017106238e-05
