OTU	Test-Statistic	P	FDR_P	Bonferroni_P	teen_mean	20s_mean	30s_mean	40s_mean	50s_mean
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae	2.83567723008	0.585690018382	0.860406540602	1.0	0.0	4.85290632331e-06	6.16380270927e-06	4.15946820395e-05	5.90646562508e-05
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae	2.83283940825	0.586177449413	0.860406540602	1.0	0.00133807541838	0.00279261340071	0.00374043784605	0.00281928541838	0.0029674716048
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae	2.81535027778	0.589185897519	0.860406540602	1.0	5.63748787701e-05	1.80939917357e-05	0.000101933610811	3.03147288699e-05	0.000191614840518
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae	2.80139547119	0.591591854207	0.860406540602	1.0	0.0	0.0	9.25451123218e-07	0.000178968937258	1.88296328711e-07
k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]	2.77371826278	0.596377871226	0.860406540602	1.0	0.0	2.97998603105e-06	1.45330497702e-06	2.23256467239e-06	2.22146744445e-06
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae	2.76721841027	0.597504542085	0.860406540602	1.0	0.00174645129036	0.00286699499321	0.00132793803708	0.00380446167736	0.00416085951766
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__	2.68971136114	0.611016189136	0.864702374629	1.0	0.0	0.0	0.0	1.62634279792e-06	2.41388728667e-07
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sanguibacteraceae	2.6121177177	0.624678030545	0.864702374629	1.0	2.32715628483e-06	8.03332729209e-07	9.20738551091e-07	8.83983118329e-07	6.73161037509e-07
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	2.59233062288	0.628182320226	0.864702374629	1.0	0.215346468638	0.186686283366	0.20203997803	0.195461464559	0.204963678675
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae	2.57518406086	0.631225392588	0.864702374629	1.0	0.0	1.0394444276e-06	1.97613030985e-07	4.09293256942e-07	8.76298866565e-07
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__	2.51326709581	0.642261700149	0.864702374629	1.0	0.0	1.05495780757e-06	1.33876617908e-06	5.60098237153e-06	8.45761028676e-07
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__	2.46622415095	0.650693921933	0.864702374629	1.0	9.013280167e-07	3.40797003909e-07	1.38887368177e-05	5.51877531057e-06	4.18184842449e-06
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dietziaceae	2.45547247095	0.652626488379	0.864702374629	1.0	0.0	4.31973458929e-06	2.23040035686e-06	3.36441360641e-06	5.09637679536e-07
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__0319-6G20	2.44086213466	0.655255714431	0.864702374629	1.0	0.0	0.0	1.39749395793e-06	1.74274534325e-07	1.26943776394e-05
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae	2.43777701857	0.655811348257	0.864702374629	1.0	0.0	1.03620306223e-06	2.82071334683e-07	3.27200417343e-06	2.40416220716e-07
k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__	2.39991850671	0.662641993442	0.864702374629	1.0	1.73517423752e-06	6.98365180354e-07	2.42576749493e-06	5.20733295469e-06	1.25807019969e-06
k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales; f__Mycoplasmataceae	2.35469970099	0.670828758421	0.864702374629	1.0	2.64458263858e-06	2.27156762878e-06	1.28937115877e-05	2.80166564508e-06	4.12568798527e-06
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__GMD14H09; f__	2.30985551751	0.678975280127	0.864702374629	1.0	0.0	0.0	4.11162048651e-07	4.12551097798e-05	0.0
k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Oscillatoriales; f__Phormidiaceae	2.23857541864	0.6919734693	0.864702374629	1.0	0.0	9.62898864806e-07	5.92123593036e-06	0.0	2.37861781162e-06
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__	2.22014051545	0.695343706949	0.864702374629	1.0	0.0	0.0	5.65722040328e-06	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__	2.22014051545	0.695343706949	0.864702374629	1.0	0.0	0.0	1.3287269756e-06	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae	2.11383970438	0.71483022951	0.864702374629	1.0	0.0	0.0	4.00117896178e-07	1.33625939512e-07	1.10890353447e-06
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae	2.07367686462	0.722209789803	0.864702374629	1.0	0.0	1.52715732167e-06	1.62201884566e-06	6.33068664895e-06	9.14021967638e-07
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae	2.05165352143	0.726258790752	0.864702374629	1.0	0.0131297470051	0.01647380652	0.0123529962998	0.0125466074168	0.0151835441248
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__BPC076; f__	2.04878048756	0.726787091937	0.864702374629	1.0	0.0	0.0	0.0	1.11059098433e-06	0.0
k__Bacteria; p__Verrucomicrobia; c__Verruco-5; o__WCHB1-41; f__RFP12	2.04878048756	0.726787091937	0.864702374629	1.0	0.0	0.0	0.0	2.32253475637e-06	0.0
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Myxococcaceae	2.04878048756	0.726787091937	0.864702374629	1.0	0.0	0.0	0.0	1.10874824541e-06	0.0
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Sphaerochaetales; f__Sphaerochaetaceae	2.04878048756	0.726787091937	0.864702374629	1.0	0.0	0.0	0.0	1.78400474724e-06	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Saccharospirillaceae	2.04878048756	0.726787091937	0.864702374629	1.0	0.0	0.0	0.0	1.77694557493e-06	0.0
k__Bacteria; p__Bacteroidetes; c__[Rhodothermi]; o__[Rhodothermales]; f__[Balneolaceae]	2.04878048756	0.726787091937	0.864702374629	1.0	0.0	0.0	0.0	1.3327091812e-06	0.0
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobulbaceae	2.04878048756	0.726787091937	0.864702374629	1.0	0.0	0.0	0.0	1.55482737807e-06	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__	2.04878048756	0.726787091937	0.864702374629	1.0	0.0	0.0	0.0	1.22316640476e-06	0.0
k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae	2.03025978689	0.730193116353	0.864702374629	1.0	0.0	0.000233302141166	4.82461609315e-07	3.78975805265e-06	0.000632300120094
k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae	1.98376230969	0.738745605615	0.869112477194	1.0	0.0	0.0	1.4151003805e-07	2.63126508091e-07	5.21823228195e-06
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	1.93112566297	0.748425061074	0.869407233832	1.0	1.45993287229e-06	4.1817160085e-05	0.000110597874979	6.07298302057e-05	3.88474166623e-05
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae	1.92677081367	0.749225573051	0.869407233832	1.0	0.0	5.69941677417e-07	2.08128504754e-06	1.75900318666e-06	3.45386099057e-05
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae	1.88624620222	0.756671116379	0.869407233832	1.0	3.01256558247e-05	5.3040817927e-05	0.000108592608028	0.000344755240232	0.000277248833485
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiopsaceae	1.87728570796	0.758316309509	0.869407233832	1.0	0.0	9.47222617205e-07	0.000551914934443	0.00106255431097	6.08023708047e-07
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae	1.8108876592	0.770489796707	0.877773186122	1.0	0.0	0.0	4.57679085473e-06	1.10311449307e-05	9.78648088847e-07
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__	1.77460501593	0.777125096016	0.879764259641	1.0	0.0	1.98532790794e-07	6.14786246298e-07	7.2673970732e-06	5.12474240435e-06
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Promicromonosporaceae	1.71037361962	0.788832391135	0.887436440027	1.0	0.0	3.01783671444e-06	4.47423376522e-06	6.44325428667e-05	4.03477687202e-06
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Pseudoalteromonadaceae	1.65571909852	0.798744697198	0.893006493762	1.0	0.0	2.24559386414e-07	1.66400481363e-07	1.27207120857e-06	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae	1.54799773681	0.818106608693	0.909007342993	1.0	0.0	4.31367631549e-07	8.18666042337e-07	4.57152896346e-07	1.45953823881e-06
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__SUP05	1.42659780161	0.839559266972	0.927120662913	1.0	0.0	0.0	1.90406556313e-07	7.81121629501e-06	2.39661418634e-06
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermacoccaceae	1.38216418944	0.847288966383	0.929951304567	1.0	0.0	2.52227961745e-07	1.91418765833e-07	2.31014746213e-06	1.77379092646e-07
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae	1.34866850274	0.853065772691	0.930617206572	1.0	0.0	2.88462925303e-07	6.92434342355e-06	1.77694557493e-06	1.68105085851e-06
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae	1.13541253948	0.888613680235	0.93762426098	1.0	0.0	0.0	1.06725825978e-06	1.61852250098e-08	0.0
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__Iamiaceae	1.13516310697	0.888653810721	0.93762426098	1.0	0.0	0.0	4.19586199894e-07	3.10965475613e-06	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Crenotrichaceae	1.13516310697	0.888653810721	0.93762426098	1.0	0.0	0.0	5.175228716e-07	2.11012287023e-06	0.0
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]	1.1029409218	0.893805315666	0.93762426098	1.0	4.62997278075e-05	0.000150341821913	0.000447335362696	0.000473367708054	0.000168025374939
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae	1.0994057756	0.894366474982	0.93762426098	1.0	0.00230372576995	0.00267475439195	0.0027573162509	0.00311386686492	0.00284927139227
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sporichthyaceae	1.07141331492	0.898780873273	0.93762426098	1.0	0.0	0.0	1.96733902445e-07	1.02398428781e-06	7.03337759672e-07
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae	1.05805558413	0.900868763339	0.93762426098	1.0	0.000150201609784	0.000877498139844	0.00690654409227	0.00580949937306	0.00199824829323
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	1.05617902081	0.901161095275	0.93762426098	1.0	0.000114088369364	0.000341393100465	0.00776981807351	0.00265016942142	0.0014645943449
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae	1.02052379508	0.906668107077	0.937932524563	1.0	0.0	6.41617903706e-07	5.35197089177e-07	0.000991837995065	0.00191024370803
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae	0.906699709571	0.923597675594	0.949986180611	1.0	0.281316447846	0.290483424265	0.28570354943	0.292027447126	0.283657172274
k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__	0.660321396285	0.956130434442	0.969277990028	1.0	6.5792755036e-05	0.000197835781843	0.00039155364822	0.000146818807864	0.000247555071517
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae	0.598659886898	0.96321248744	0.969277990028	1.0	3.89939559368e-06	3.55622395975e-06	4.44582640669e-06	4.85801182478e-05	3.44828555083e-05
k__Bacteria; p__Chloroflexi; c__Gitt-GS-136; o__; f__	0.596595165897	0.963441288851	0.969277990028	1.0	0.0	2.09499503591e-07	3.14714777745e-07	1.9990637718e-06	4.76235060863e-08
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae	0.592503066646	0.963893112305	0.969277990028	1.0	5.68747959913e-06	0.000258005043736	0.00118523620843	0.000958564092301	0.00126352282785
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae	0.180535151596	0.996162953051	0.996162953051	1.0	1.23834665049e-05	5.62448806448e-05	0.000513193574641	0.000563756928254	0.000731563335964
