OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Obese_mean	Normal_mean	Overweight_mean	Underweight_mean
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]	2.10835867279	0.550223598733	0.77305359582	1.0	0.00713046464294	0.00782462998789	0.00805495391575	0.00790647542737
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae	2.08958952091	0.554021743671	0.77305359582	1.0	0.0320920955829	0.0302267655896	0.0281763173212	0.0402667471262
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae	1.9772502724	0.577141897221	0.799119549998	1.0	0.000146575025423	0.000123213145251	0.000112892417655	0.000500845363866
k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae	1.92398077857	0.588333698627	0.804749048395	1.0	9.66012361393e-07	3.03577923779e-07	1.75378569974e-07	2.73677930338e-07
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae	1.91320391048	0.590615494485	0.804749048395	1.0	0.00616261867397	0.0075370238326	0.00429440152649	0.0244472692729
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__	1.8872033112	0.59614477361	0.804749048395	1.0	2.88001413549e-05	1.85501165564e-06	3.95252769885e-07	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__	1.86953280765	0.599921942513	0.804749048395	1.0	0.0	8.43333551339e-06	5.5165561189e-06	5.46330163708e-07
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae	1.79259164663	0.616548402081	0.804749048395	1.0	3.92444963518e-07	7.57292288509e-07	1.08594969129e-06	0.0
k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__[Cerasicoccales]; f__[Cerasicoccaceae]	1.77606381389	0.620157518626	0.804749048395	1.0	2.71288807864e-06	4.85741292959e-05	5.55593288657e-05	4.04524498374e-06
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae	1.75942855006	0.623803277499	0.804749048395	1.0	0.00669774951196	0.00431302657647	0.00217981637529	0.00117310582247
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	1.74752121739	0.626420928816	0.804749048395	1.0	0.0252940465675	0.0138502717443	0.0112113728815	0.0185229445536
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__[Thermicanaceae]	1.7318022171	0.629886733722	0.804749048395	1.0	0.0	7.3026713349e-06	3.64889487016e-08	0.0
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__GMD14H09; f__	1.7275981711	0.630815621564	0.804749048395	1.0	0.0	2.15138839696e-05	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae	1.72536692684	0.631308951359	0.804749048395	1.0	0.0	9.28364408934e-05	3.68658158036e-07	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Cellulomonadaceae	1.70934774005	0.634857582622	0.804749048395	1.0	3.45725641172e-07	1.13496068607e-05	4.80973969627e-07	2.29467397639e-05
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales; f__Cardiobacteriaceae	1.62174136433	0.654470220383	0.823808669014	1.0	0.0	1.05161834799e-06	2.58196766625e-06	0.0
k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae	1.51847542439	0.678012823754	0.847516029693	1.0	5.09478706615e-06	0.000141183031322	9.58919008203e-05	0.000383076610972
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__EtOH8	1.48733350711	0.685196820852	0.85058915692	1.0	1.40177410144e-05	1.66318891392e-05	2.27600732705e-05	4.44797658574e-05
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae	1.4104481404	0.703087466949	0.866820164731	1.0	4.39365380644e-06	1.65013300055e-05	4.33685572756e-07	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae	1.33774159946	0.720191063102	0.878149576415	1.0	0.00133667699673	0.000406287687359	0.000189104350339	0.000802639425615
k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__	1.31538241798	0.725483650411	0.878149576415	1.0	2.18954718021e-06	2.56418627251e-07	5.76974253354e-07	1.49970230909e-07
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__RF16	1.30023559557	0.729077132526	0.878149576415	1.0	0.0	1.20558567109e-05	1.83719985588e-05	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae	1.28881268682	0.731791313679	0.878149576415	1.0	0.0	4.15977602802e-07	8.01451203724e-08	0.0
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae	1.2374727951	0.744031522783	0.886924994046	1.0	6.71728236179e-06	4.93933696108e-06	9.22293966795e-07	0.0
k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales; f__Mycoplasmataceae	1.17539052465	0.758912527697	0.898712203851	1.0	1.9367407202e-06	2.57705082996e-06	1.84738980332e-05	1.23110257547e-06
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae	1.15089428782	0.764804338042	0.899769809461	1.0	0.0	5.30376647657e-07	0.0	0.0
k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Z20; f__R4-45B	1.08662346939	0.780304173315	0.912043838939	1.0	0.0	5.39067419237e-06	3.87147378388e-05	0.0
k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__	1.04447168884	0.790492844972	0.917991690935	1.0	0.000467665442087	0.000207020439065	0.000294874197437	0.000213627779812
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae	0.973950918859	0.807554710823	0.923548027632	1.0	0.000155489195045	0.000320416919204	0.000241449322472	0.000142216291001
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae	0.961571149473	0.810549446993	0.923548027632	1.0	0.0216364658933	0.0189687964067	0.0208634163211	0.0226565136821
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae	0.961073012184	0.810669935366	0.923548027632	1.0	0.000345965071136	2.71750818091e-05	2.25539979809e-05	5.00296446446e-05
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae	0.908665272243	0.823336191786	0.924249820795	1.0	0.0	3.54077715152e-06	4.67571792142e-07	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae	0.897346512214	0.826068109144	0.924249820795	1.0	0.292873080099	0.285706125956	0.287392190891	0.310395579355
k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae	0.765191127141	0.857773432055	0.924249820795	1.0	0.0138293867551	0.0175497991999	0.0185954692546	0.0192994037702
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae	0.750446966325	0.861278942323	0.924249820795	1.0	0.00605663461009	0.00543491948902	0.00597726759851	0.00711629956361
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae	0.724759273713	0.867365439923	0.924249820795	1.0	0.000794895118393	0.000329966134512	0.000203407221991	0.000258008934724
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.704974490367	0.872033279625	0.924249820795	1.0	0.000191856447724	4.97041294563e-05	2.9152841217e-05	0.000272785391765
k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Oscillatoriales; f__Phormidiaceae	0.626600418847	0.890316719444	0.924249820795	1.0	0.0	3.83651129653e-06	1.13697812136e-07	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Pseudoalteromonadaceae	0.625723189688	0.890519206416	0.924249820795	1.0	0.0	1.55784553114e-07	1.73474229102e-06	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae	0.575028636794	0.902124433424	0.924249820795	1.0	0.0	1.38350031239e-06	0.0	0.0
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__	0.575028636794	0.902124433424	0.924249820795	1.0	0.0	2.76704823849e-06	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae	0.575028636794	0.902124433424	0.924249820795	1.0	0.0	9.43802037008e-07	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__	0.575028636794	0.902124433424	0.924249820795	1.0	0.0	2.03710432481e-05	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Myxococcaceae	0.575028636794	0.902124433424	0.924249820795	1.0	0.0	5.72789757936e-07	0.0	0.0
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Sphaerochaetales; f__Sphaerochaetaceae	0.575028636794	0.902124433424	0.924249820795	1.0	0.0	9.21633609397e-07	0.0	0.0
k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolinaceae	0.575028636794	0.902124433424	0.924249820795	1.0	0.0	7.483506352e-07	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Ectothiorhodospiraceae	0.575028636794	0.902124433424	0.924249820795	1.0	0.0	3.41403007952e-06	0.0	0.0
k__Bacteria; p__Chloroflexi; c__TK10; o__AKYG885; f__5B-12	0.575028636794	0.902124433424	0.924249820795	1.0	0.0	7.70758352997e-07	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae	0.56802830195	0.903710935888	0.924249820795	1.0	2.19682690322e-06	7.77564406187e-06	5.27414889534e-07	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__	0.540990566224	0.909797963638	0.925218268106	1.0	0.0	8.40183965476e-07	2.14820786833e-07	0.0
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae	0.44944517509	0.929849112022	0.940296854854	1.0	0.000452013837664	0.00100041190894	0.0019921129197	0.00181734931943
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae	0.414889227067	0.937149842697	0.942385316678	1.0	2.89328183808e-06	2.16271246375e-05	8.12337682151e-05	9.07690962879e-05
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae	0.236957843841	0.971413411546	0.971413411546	1.0	7.98123149072e-05	0.000531093884227	9.9127130706e-05	0.00177920613387
