sex	race	chao1	observed_otus	shannon	simpson
female	African American	415.80799362544974	297.9857142857143	5.110950563729022	0.9302191229428571
female	Asian or Pacific Islander	470.67321757318405	324.1123076923077	5.098121953324114	0.9082530610692306
female	Caucasian	550.0327171818766	388.4474186046509	5.577661392978288	0.9294807671795347
female	Hispanic	548.2505418427952	381.865	5.536163106072998	0.9325774168999998
male	African American	447.3838270692795	321.3	5.0372415496154	0.88780976612
male	Asian or Pacific Islander	469.7734599151532	328.90023255813946	4.97332377354465	0.8929229559906978
male	Caucasian	545.8708191521728	385.8062913907284	5.550246307481739	0.9297736478618099
male	Hispanic	657.83803992515	451.19058823529406	6.18362330016766	0.9622500840352941
