OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Hispanic_mean	African American_mean	Caucasian_mean	Asian or Pacific Islander_mean
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia	35.224952593	1.09195935914e-07	4.6656445345e-06	5.13220898795e-05	0.00995819252648	0.00949028082353	0.0180236928672	0.0156216753127
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	35.0278742961	1.20184161197e-07	4.70721298022e-06	5.64865557626e-05	0.0300839190292	0.0166743800997	0.0244928095429	0.0134881379534
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	34.7413882298	1.38155434748e-07	4.99485033319e-06	6.49330543315e-05	1.3055236666e-05	0.0	2.29184238404e-06	2.33300915001e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__	34.448926827	1.59271231059e-07	5.10766766473e-06	7.4857478598e-05	0.0126780792366	1.73456386168e-05	0.00394940554196	0.00203155453234
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Gluconacetobacter	34.4012006188	1.63010670151e-07	5.10766766473e-06	7.6615014971e-05	1.59004789298e-06	0.0	3.41286072537e-08	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae;g__	33.8882543315	2.09177429778e-07	6.14458699972e-06	9.83133919955e-05	0.0	8.54043897856e-05	4.68616927059e-07	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__	32.5018238991	4.10210122711e-07	1.13411033926e-05	0.000192798757674	0.0397045183421	0.0156687897333	0.0263791496776	0.0129095933016
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megasphaera	31.7147171862	6.010424703e-07	1.56938867245e-05	0.000282489961041	0.000378699064882	0.0211954676034	0.000635804409553	0.0153752117071
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__	31.4528272757	6.82460785852e-07	1.63048990133e-05	0.000320756569351	0.0	0.0	7.5607790731e-06	1.54883255487e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	31.4187763814	6.93825489929e-07	1.63048990133e-05	0.000326097980267	0.00918084190888	0.0271766085311	0.00955631755718	0.0215239914202
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella	30.9287309027	8.79931972085e-07	1.91978584026e-05	0.00041356802688	0.000727169896316	0.00205277034992	0.00149866693214	0.00142840197099
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__	30.885372716	8.98623159272e-07	1.91978584026e-05	0.000422352884858	1.50509701103e-06	3.71953589633e-05	1.0562487242e-05	4.50989069672e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Methylosinus	29.2712882095	1.9639184604e-06	3.84600698495e-05	0.000923041676388	0.0	0.0	0.0	1.48019223703e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Crenotrichaceae;g__Crenothrix	29.2712882095	1.9639184604e-06	3.84600698495e-05	0.000923041676388	0.0	0.0	0.0	1.33255418256e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium	24.7947091346	1.70442586019e-05	0.000320432061715	0.00801080154288	1.25508040861e-07	2.01724937627e-05	3.23318294415e-06	2.31605520321e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter	22.5886454398	4.91937526495e-05	0.000889271682511	0.0231210637453	0.00142802004813	0.000900900812076	0.00121526699344	0.000612625889419
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__	20.3279581661	0.000145144354128	0.00252658690519	0.0682178464401	0.00114071286431	0.000305395233793	0.000796420007066	0.000660664365241
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__	20.2494109287	0.000150691392178	0.00252946265441	0.0708249543235	0.00104841449241	0.000737303402803	0.000972240264516	0.000464457821657
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter	20.1113197056	0.000160959903984	0.00260866051285	0.0756511548727	0.000204852662752	0.000157278800253	0.000206643716385	3.59166838121e-05
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	19.0387121116	0.000268405903348	0.00420502581912	0.126150774574	0.000144056106944	1.68962681776e-05	0.000208752222074	6.24190712321e-06
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__;g__	18.8308724838	0.000296318806478	0.00449257545306	0.139269839045	0.00650721425974	0.00299593338825	0.00581931972538	0.003014031007
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales;f__Victivallaceae;g__Victivallis	18.5367169632	0.000340826336984	0.00500588682446	0.160188378383	6.25523557196e-05	2.81604469626e-06	3.76167496879e-05	1.20340810751e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megamonas	18.2250266848	0.00039525793414	0.00535915917343	0.185771229046	0.0	0.000251133595189	0.000286388470024	0.00388587362835
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__	18.2187768247	0.000396433485691	0.00535915917343	0.186323738275	0.000262191927459	1.15599090452e-05	0.000199493592472	7.0251518613e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98;f__;g__	18.2047403937	0.000399086321426	0.00535915917343	0.18757057107	0.000189687393406	5.83675000145e-05	5.93763007163e-05	2.90335609352e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium	17.7678434935	0.00049109964607	0.00641157871258	0.230816833653	6.81348358571e-05	1.1264178785e-05	8.11585590674e-05	1.47191267883e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	17.3699397768	0.000593112783353	0.00753413535611	0.278763008176	0.0439546762414	0.0368251897045	0.0287003504161	0.0288617426907
k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28;f__;g__	17.233141687	0.000632843394134	0.00782727355902	0.297436395243	0.000918924537194	8.44813408878e-06	0.000543081682031	6.33806721462e-05
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__cc_115	16.8873376537	0.000745465668112	0.00898381702597	0.350368864013	9.80423468516e-05	1.89364650038e-05	0.000144443821322	2.42611841997e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae];g__	16.4911048803	0.000899168738769	0.0105652326805	0.422609307221	0.0104753586522	0.00720140039913	0.00703199141185	0.00293351470266
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae];g__	16.2946174685	0.000986679263636	0.01131071351	0.463739253909	0.0	5.63208939252e-06	3.18360537713e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus	15.4155009183	0.00149389752947	0.0167174247345	0.70213183885	0.00117691680907	0.00143156442981	0.000980251612875	0.0027849301179
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__[Balneolaceae];g__KSA1	14.6249999997	0.00216684339855	0.0216684339855	1.0	0.0	0.0	0.0	6.83013455365e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylotenera	14.6249999997	0.00216684339855	0.0216684339855	1.0	0.0	0.0	0.0	5.69177879471e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__BPC076;f__;g__	14.6249999997	0.00216684339855	0.0216684339855	1.0	0.0	0.0	0.0	5.69177879471e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__	14.6249999997	0.00216684339855	0.0216684339855	1.0	0.0	0.0	0.0	7.96849031259e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__Saccharospirillum	14.6249999997	0.00216684339855	0.0216684339855	1.0	0.0	0.0	0.0	9.10684607153e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus	14.1948507967	0.00265157473453	0.0257051910087	1.0	0.000120279784865	8.02843135156e-06	4.48951970361e-05	0.000149991453228
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter	14.1721873313	0.0026799028924	0.0257051910087	1.0	0.0016598588799	3.32950238459e-05	0.000227363875687	0.000466920858247
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia	14.0907710888	0.00278416555332	0.0261711562012	1.0	3.92198584881e-05	0.0	2.40514099321e-05	0.00011718441339
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira	13.8594010396	0.00310291491514	0.02850374445	1.0	0.0117894409467	0.0118558082239	0.0115753270126	0.00816231298071
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales;f__Victivallaceae;g__	13.8247921963	0.00315360576894	0.02850374445	1.0	0.000797902727534	0.000206068354732	0.00016859798556	0.000105575682125
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister	13.2954428672	0.0040393641067	0.0358207760405	1.0	0.00891839916998	0.0326867588771	0.00731126178018	0.00798933371006
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Zoogloea	13.0214655009	0.00459041426379	0.0399536056293	1.0	4.64661343197e-06	4.59869791153e-05	5.07826095974e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Facklamia	12.849999876	0.00497247783008	0.0424920832752	1.0	5.5490267208e-05	0.0	6.90488353467e-05	2.66645571646e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__	12.8067449832	0.00507372723973	0.0425830679049	1.0	0.0	0.0	1.15218983182e-07	1.19041031817e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Petrobacter	12.7643963056	0.00517483055159	0.0426696554254	1.0	0.0	0.0	1.88165940843e-06	4.16008310459e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Mitsuokella	12.4547989947	0.00597702669218	0.0484345266435	1.0	0.0	0.0	5.23333999963e-06	0.000298161567573
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__	12.349951628	0.00627564734119	0.0499924449213	1.0	2.74895117242e-05	0.0	1.49444269444e-05	4.91222312905e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	12.2541206366	0.00656146289439	0.0507094344831	1.0	0.00632813865885	0.000820815875607	0.00594211939731	0.002714087432
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	12.2475785325	0.00658143724142	0.0507094344831	1.0	0.000592556167681	8.46406252414e-06	0.00197907965975	0.000783079084447
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Enhydrobacter	11.9831484979	0.00744111012404	0.0564023445843	1.0	5.29180441569e-05	6.80494311068e-06	4.99547229e-06	5.69177879471e-07
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus	11.9488882919	0.00756031427406	0.0564023445843	1.0	0.000233205680113	0.000257575110779	0.000234155326906	0.000151349357037
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae;g__Nocardiopsis	11.6061119755	0.0088617811355	0.0644510627824	1.0	2.67382538851e-06	0.0059060420321	4.25535106588e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Butyricimonas	11.5720660743	0.00900253656073	0.0644510627824	1.0	0.00236905898831	0.00171471226092	0.00148685957003	0.00120806457191
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Anaerococcus	11.5605667466	0.00905057477369	0.0644510627824	1.0	0.000829331941234	3.27625789079e-05	0.000905089053469	0.00250214704488
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenella	11.2799917535	0.0103043112056	0.0722839741287	1.0	1.94060229421e-05	2.12022431697e-05	1.98850202385e-05	3.20342478336e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	10.9143413847	0.0121981971734	0.0843110686984	1.0	0.000415145899008	6.56510008263e-05	0.00128767143307	0.00152439409109
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Proteus	10.7358216913	0.0132436188385	0.0900498746259	1.0	6.49024900809e-06	0.0368810806439	0.0033590237363	0.000193434210587
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acetobacter	10.7084247194	0.0134116834549	0.0900498746259	1.0	6.42273606079e-06	0.0	1.5458156643e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__1-68	10.3606886233	0.0157363260835	0.104170045905	1.0	0.00149108044806	3.55911056256e-05	0.000503188149095	0.00065973821414
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Cupriavidus	10.3174167297	0.0160520200851	0.10478402	1.0	1.12201394014e-06	0.0	0.000113868140112	2.84012805569e-07
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium]	10.142197816	0.0173952821611	0.111997022133	1.0	0.0015722312038	0.00435149785638	0.00289790776828	0.00277347202749
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anaerobacillus	10.0228545979	0.0183728586748	0.116692480772	1.0	4.21021077157e-07	0.000198122208769	1.86861689748e-05	9.33496163258e-07
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__	9.79824716229	0.0203613062167	0.127597518958	1.0	1.19305604599e-05	0.0	8.62296292841e-06	6.70000969968e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae;g__Dietzia	9.68567433472	0.0214359681983	0.132564540174	1.0	0.0	2.62782737802e-05	2.50396984607e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium	9.65602348353	0.0217281710729	0.132626498757	1.0	1.10611547452e-05	0.0	9.64087951967e-06	1.85531786048e-07
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__;g__	9.56111392209	0.0226900203556	0.135303097941	1.0	0.0	0.0	1.1115378638e-07	1.0817677214e-05
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Sediminibacterium	9.54480362245	0.0228594710118	0.135303097941	1.0	0.0	0.0	0.000144977259697	2.7521424525e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4	9.51455237024	0.0231770505237	0.135303097941	1.0	0.000175252065829	0.00053358996319	0.000247588346072	0.000141749247028
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__	9.49595795403	0.0233743999137	0.135303097941	1.0	0.0	0.0	9.63342048179e-06	6.31956932361e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Peptoniphilus	9.4743251325	0.0236060724068	0.135303097941	1.0	0.000916214618914	0.000113948055965	0.00126128756526	0.00343176491466
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus	9.10904575539	0.0278756526785	0.156033932109	1.0	0.0	0.00144230769231	0.000259452783878	0.0012758951739
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira	9.08538725742	0.0281768963833	0.156033932109	1.0	0.00738636206455	0.00257356772409	0.0090199542123	0.00945804313083
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Finegoldia	9.0821079523	0.0282189026155	0.156033932109	1.0	0.0011178290816	1.85525610825e-05	0.00117743362415	0.0040929014941
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__;g__	8.95347272563	0.0299159309351	0.163494041157	1.0	0.000261157145536	2.52592974133e-05	0.000259098877812	0.000139433476922
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__Mogibacterium	8.58617715594	0.0353302142831	0.189790081552	1.0	0.000186686572792	0.0	7.25609919081e-05	0.000178454758
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Selenomonas	8.57338114948	0.0355351642055	0.189790081552	1.0	0.0	3.11177495644e-06	6.38376401322e-06	1.96295717126e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	8.53915917643	0.0360890125779	0.190582425973	1.0	0.00466430847306	0.00262437370709	0.0030350459631	0.00142212126577
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__Gemella	8.36233993103	0.0390877348345	0.204124837469	1.0	0.0	0.0	4.63838952966e-07	3.65039869849e-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Fluviicola	8.16711311017	0.0426813320049	0.220442044421	1.0	0.0	6.00961538462e-05	0.000798292427909	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	7.89514001479	0.0482292922271	0.245920317164	1.0	0.000203937395929	0.000514355180041	0.00099151510196	0.00487133882413
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus	7.87528129525	0.0486608287154	0.245920317164	1.0	8.42042154314e-07	5.63208939252e-06	5.31948821958e-05	1.53157387863e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__0319-6G20;g__	7.84560869189	0.049312634553	0.246563172765	1.0	7.66724170979e-05	0.0	1.15679642227e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Lysinibacillus	7.67996505765	0.0531102936461	0.260235924832	1.0	0.0	0.00238613003144	0.000400180477986	2.5398931144e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	7.65091132123	0.0538050852392	0.260235924832	1.0	0.0105033582262	0.00329873583212	0.011603518318	0.0141991094846
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	7.62453426399	0.0544435106893	0.260235924832	1.0	0.0242543765225	0.0145000804106	0.022750888877	0.0200056218742
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__	7.62384093964	0.0544603906724	0.260235924832	1.0	5.60284983354e-07	1.41614272998e-05	1.26596922537e-05	2.18193859794e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter	7.60929724464	0.0548156522518	0.260235924832	1.0	0.000765174710572	0.000306512544487	0.000904853832134	0.000552565483577
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium	7.48621084256	0.0579138149372	0.272093845246	1.0	9.18742990611e-05	1.31391368901e-05	0.000141596916483	1.19388560098e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__	7.42078742938	0.0596290767241	0.272093845246	1.0	0.0	0.0	8.49130196114e-07	4.72926098406e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__5-7N15	7.42078742938	0.0596290767241	0.272093845246	1.0	0.0	0.0	2.92360275741e-07	3.66081751635e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Dyella	7.42078742938	0.0596290767241	0.272093845246	1.0	0.0	0.0	8.08626092318e-08	1.17373035316e-06
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__	7.37481559487	0.0608637380702	0.27291200323	1.0	0.0	0.0	1.30296300181e-06	3.8824618607e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__	7.35129453281	0.0615049929788	0.27291200323	1.0	0.00318450852729	0.000554637642945	0.00480858934525	0.0025665020823
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__WAL_1855D	7.33001008316	0.0620909137246	0.27291200323	1.0	0.00509767827252	0.00010946759906	0.00232270117381	0.00157702890093
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella	7.3237357688	0.0622646640214	0.27291200323	1.0	0.0	0.0	4.18180734207e-05	3.55087943634e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	7.30767069084	0.0627116943592	0.27291200323	1.0	0.000142022507698	0.000142284850197	0.000849506384592	0.00018641967699
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	7.26032480779	0.0640473187435	0.276167337701	1.0	0.0274059582015	0.0602101270976	0.0338137871564	0.0771246068432
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Slackia	7.16949972811	0.0666870477472	0.282702755498	1.0	0.000105820618275	0.000175516837976	8.98770670869e-05	7.35953688651e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__	7.16683818861	0.0667659699155	0.282702755498	1.0	1.12208291438e-05	0.0	7.04138496561e-06	6.40204865557e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]	6.88103243549	0.0757879088377	0.315715152846	1.0	0.006523452741	0.00968262877017	0.00716750480885	0.00597096242725
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium	6.87751447643	0.0759059835566	0.315715152846	1.0	7.3127343901e-06	0.0	4.91819525333e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	6.79628329817	0.07868230116	0.324073649305	1.0	0.0087467357695	0.00229933042503	0.00644732003062	0.0128344410954
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella	6.77874052789	0.0792946163193	0.324073649305	1.0	1.13295269864e-05	2.31055739887e-06	1.04260330995e-05	1.08311252138e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus	6.74176245325	0.0806003964263	0.326570571727	1.0	5.09303273122e-05	0.0	5.81678972525e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas	6.69984131357	0.0821058089195	0.328989012602	1.0	0.0	2.31055739887e-06	5.53553637721e-06	4.20828662135e-07
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella	6.68631672847	0.0825972414618	0.328989012602	1.0	0.00769308664988	0.0122169410908	0.0065009697245	0.00730484736435
