OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Hispanic_mean	African American_mean	Caucasian_mean	Asian or Pacific Islander_mean
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Oligella	100.140733194	1.44955667116e-21	6.81291635444e-19	6.81291635444e-19	0.000101203715987	0.0	2.04072086699e-05	1.52518383549e-06
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Euzebyales;f__Euzebyaceae;g__Euzebya	58.6742602374	1.12831762881e-12	1.76769761847e-10	5.30309285541e-10	0.0	2.71304895154e-06	0.0	1.13835575894e-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salinimicrobium	58.6742602374	1.12831762881e-12	1.76769761847e-10	5.30309285541e-10	0.0	2.31055739887e-06	0.0	5.12260091524e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__	50.4996300495	6.25297616183e-11	7.34724699015e-09	2.93889879606e-08	0.00215110508081	0.00394835154664	0.00248191162258	0.00033536439186
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	48.64959813	1.54888943404e-10	1.455956068e-08	7.27978033999e-08	0.0448159927492	0.0272791172591	0.0502797147787	0.0245347542417
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia	39.481636225	1.37220433244e-08	1.07489339375e-06	6.44936036249e-06	5.5139317165e-05	2.66219141233e-05	0.000203495628245	4.4926188779e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Pseudoclavibacter	38.0847982479	2.71201331594e-08	1.82092322642e-06	1.27464625849e-05	0.000136280412879	0.0	0.00010151860847	6.98394173538e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__	36.1140468428	7.08393085392e-08	3.92343103338e-06	3.32944750134e-05	0.0776771329708	0.0645579118379	0.0903527100293	0.0542055099843
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__;g__	35.9932695892	7.51295304264e-08	3.92343103338e-06	3.53108793004e-05	0.0100874649973	0.0	0.000980696124866	0.000304168124207
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Pyramidobacter	35.5670701293	9.24497697189e-08	4.34513917679e-06	4.34513917679e-05	2.88839165522e-05	0.0	7.73380520088e-06	2.45313048888e-07
