OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Obese_mean	Overweight_mean	Normal_mean
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	10.4189625384	0.00546450756102	0.0819185754189	0.147541704148	0.273628384629	0.328355515674	0.25371589037
k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales	10.0060933331	0.00671744996113	0.0819185754189	0.18137114895	0.000160277881405	0.000306380939328	0.0
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales	9.39850817017	0.00910206393543	0.0819185754189	0.245755726257	0.00172138929774	3.19171129497e-06	0.000280248071695
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	8.05394880999	0.0178281893148	0.120340277875	0.4813611115	0.681864120723	0.624046983052	0.693718174689
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	5.70527921846	0.0576918358104	0.311535913376	1.0	3.57010569307e-06	8.02415633949e-06	3.57017900878e-06
k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2	4.46200155247	0.107420872068	0.458385056691	1.0	1.3179658515e-05	0.000896386402545	0.000771025045835
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales	4.25994485981	0.118840570253	0.458385056691	1.0	0.00028035358641	0.000287288376884	0.000198234039723
k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales	3.2507977705	0.196833145704	0.612673131802	1.0	0.0001182937965	0.000222724369125	0.00014712779815
k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Victivallales	3.07505453484	0.214911864508	0.612673131802	1.0	6.6861959316e-06	0.00012492397743	0.000131492447757
k__Bacteria; p__Tenericutes; c__RF3; o__ML615J-28	2.82576320234	0.243440772247	0.612673131802	1.0	0.00103116606541	0.00185394843138	0.00180035247987
k__Bacteria; p__Firmicutes; c__Clostridia; o__SHA-98	2.77513543935	0.249681862955	0.612673131802	1.0	1.90746100239e-05	1.35522712588e-05	3.22295315195e-05
k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales	2.3932961235	0.302205490236	0.612673131802	1.0	1.72451650904e-05	5.67577970839e-06	1.17171504723e-05
k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales	2.35002063865	0.308815792901	0.612673131802	1.0	0.00114921716348	0.00276667329972	0.0029925798007
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales	2.14479670041	0.342186848589	0.612673131802	1.0	0.000359922981655	0.000323533252404	0.000360765200689
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__	2.07216494846	0.354842065565	0.612673131802	1.0	0.0	8.90335729416e-06	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales	2.02634371221	0.363065559586	0.612673131802	1.0	0.000840973464385	0.000927594145886	0.00204220591457
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32	1.69702635766	0.428050894182	0.646056908878	1.0	0.0011344086933	0.00356315717506	0.00697872609405
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales	1.6846655859	0.430704605918	0.646056908878	1.0	0.0	0.0	0.000314708349306
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales	1.30563627013	0.520576652319	0.739766821716	1.0	0.00116052814957	0.00113902376961	0.00056792903752
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales	0.777609859026	0.677866488864	0.884584477218	1.0	0.0	1.313592324e-05	1.20619989155e-05
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales	0.745211391276	0.688936830092	0.884584477218	1.0	0.000992085062743	0.00126848761316	0.00103313286816
k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__[Cerasicoccales]	0.579806206194	0.748336075514	0.884584477218	1.0	5.24463604848e-06	9.12223826842e-05	7.58698591146e-05
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	0.536922816838	0.764554927624	0.884584477218	1.0	0.000277191937575	0.000280150415867	0.000296482678564
Unassigned	0.480840594311	0.786297313083	0.884584477218	1.0	0.00240696962252	0.00239025157827	0.00228650164241
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales	0.256108437313	0.87980567597	0.950190130047	1.0	0.0232291843419	0.0212228821095	0.0205995074754
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales	0.0498509968242	0.975382576872	0.982131491845	1.0	0.00387170150262	0.00623482483535	0.00602769126402
k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39	0.0360601550191	0.982131491845	0.982131491845	1.0	0.00570883072932	0.0036455650001	0.00560177601379
