OTU	Test-Statistic	P	FDR_P	Bonferroni_P	male_mean	female_mean
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella	8.72670289477	0.00313583048601	0.207956579842	0.338669692489	0.0243412001716	0.0165021458891
k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia	7.79420864152	0.00524139619295	0.207956579842	0.566070788839	0.000792023062238	0.00532397334139
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus	7.20866373686	0.00725524911825	0.207956579842	0.78356690477	0.0164558625835	0.0314682977345
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae; g__Dehalobacterium	7.10146541755	0.0077020955497	0.207956579842	0.831826319368	5.94351400719e-05	0.00012914387063
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Succiniclasticum	6.1657048778	0.0130250462977	0.253781372538	1.0	0.000727388924081	0.00157023322889
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__	6.02570924006	0.014098965141	0.253781372538	1.0	0.00129948285526	0.00176313385751
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]	5.60319852165	0.0179277184545	0.276599084727	1.0	0.00452389849894	0.000846280178273
k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__	5.09042232176	0.0240583321674	0.324787484261	1.0	0.000206722922354	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira	4.35354228799	0.036932053347	0.442705314008	1.0	0.00854388388549	0.00592416932033
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__	4.11852005619	0.0424161686006	0.442705314008	1.0	0.0352329392107	0.0540048530627
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	3.85192721058	0.0496888654289	0.442705314008	1.0	0.0412215436289	0.0101326048264
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Slackia	3.74835281977	0.0528595781045	0.442705314008	1.0	3.42276614584e-05	4.02367683719e-06
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Catenibacterium	3.73484525303	0.0532886026121	0.442705314008	1.0	0.00055381755942	4.26420641766e-05
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__	3.52872674599	0.0603140886391	0.445660592661	1.0	0.000105596207858	3.68250820372e-05
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium	3.39691987826	0.0653182817654	0.445660592661	1.0	0.000980663692027	0.000621894557667
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__	3.21818813937	0.0728241957964	0.445660592661	1.0	0.00218540187262	0.00570126807821
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__ph2	3.1171167463	0.0774737549483	0.445660592661	1.0	3.43604354704e-07	2.62233430732e-05
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter	3.1171167463	0.0774737549483	0.445660592661	1.0	7.18525528134e-07	2.50258462637e-05
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus	3.04467083673	0.0810025354611	0.445660592661	1.0	0.00034365637774	0.000355382859295
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__	3.01436564596	0.0825297393817	0.445660592661	1.0	0.0636171401429	0.0821979182323
k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__	2.84956727095	0.0913985346076	0.452312316762	1.0	0.00089437839036	0.000457642784126
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio	2.83662255729	0.0921376941553	0.452312316762	1.0	7.57074527088e-05	9.50209083188e-05
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	2.73154840991	0.0983838574976	0.461976374337	1.0	0.000462562979828	0.000450994908116
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__	2.5594716517	0.10963521815	0.465512568206	1.0	0.00290638831249	0.00197975554245
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides	2.52258056787	0.11222679428	0.465512568206	1.0	0.0422566234857	0.0347644150611
