OTU	Test-Statistic	P	FDR_P	Bonferroni_P	male_mean	female_mean
k__Bacteria; p__Verrucomicrobia	5.72333273379	0.0167409247043	0.184150171747	0.184150171747	0.000863836039149	0.00539533278591
k__Bacteria; p__Proteobacteria	3.83087579574	0.0503166349449	0.276741492197	0.553482984394	0.0308311459631	0.0253302040552
k__Bacteria; p__Cyanobacteria	2.84956727095	0.0913985346076	0.335127960228	1.0	0.00089437839036	0.000457642784126
k__Bacteria; p__Actinobacteria	2.29359572473	0.129908656507	0.357248805396	1.0	0.00223042273862	0.00153431401529
k__Bacteria; p__Lentisphaerae	1.01187837818	0.314453257934	0.548075451146	1.0	0.000135076633782	8.2071207344e-05
Unassigned	0.986085211187	0.320701069057	0.548075451146	1.0	0.00227019815909	0.00242842745773
k__Bacteria; p__Synergistetes	0.805832493998	0.369355250755	0.548075451146	1.0	6.85908073541e-06	1.55468580548e-05
k__Bacteria; p__Tenericutes	0.511294517637	0.474579005653	0.548075451146	1.0	0.00631807797543	0.00751678802087
k__Bacteria; p__Firmicutes	0.476255668692	0.490123257987	0.548075451146	1.0	0.280074228176	0.296505308628
k__Bacteria; p__Bacteroidetes	0.381711749584	0.536688557741	0.548075451146	1.0	0.675872443346	0.660530622755
k__Bacteria; p__Fusobacteria	0.360776233338	0.548075451146	0.548075451146	1.0	0.000503333497377	0.000203741432892
