OTU	Test-Statistic	P	FDR_P	Bonferroni_P	male_mean	female_mean
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales	8.12235679126	0.00437226827117	0.0707588486049	0.118051243321	0.0243741304903	0.0166175746748
k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales	7.79420864152	0.00524139619295	0.0707588486049	0.14151769721	0.000792023062238	0.00532397334139
k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales	5.09042232176	0.0240583321674	0.216524989507	0.649574968521	0.000206722922354	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales	3.39691987826	0.0653182817654	0.352537204915	1.0	0.000980663692027	0.000621894557667
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales	3.1171167463	0.0774737549483	0.352537204915	1.0	7.18525528134e-07	2.50258462637e-05
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales	3.04467083673	0.0810025354611	0.352537204915	1.0	0.00034365637774	0.000355382859295
k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2	2.84956727095	0.0913985346076	0.352537204915	1.0	0.00089437839036	0.000457642784126
k__Bacteria; p__Firmicutes; c__Clostridia; o__SHA-98	2.12845102858	0.144586801115	0.436698508645	1.0	2.16730166777e-05	2.82948331233e-05
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales	2.11810906943	0.145566169548	0.436698508645	1.0	0.0072168650005	0.00384295034125
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales	1.83693959655	0.175310069223	0.460786528875	1.0	0.0014186144078	0.0016675245844
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	1.53961706063	0.214674813914	0.460786528875	1.0	0.000242196242796	0.000353815512786
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales	1.43008630365	0.2317503542	0.460786528875	1.0	0.000293004325216	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__	1.40322580646	0.236184211376	0.460786528875	1.0	0.0	6.96472304462e-06
k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__[Cerasicoccales]	1.38691751332	0.238926348306	0.460786528875	1.0	7.18129769107e-05	7.13594445191e-05
k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Victivallales	1.01187837818	0.314453257934	0.541183054034	1.0	0.000135076633782	8.2071207344e-05
Unassigned	0.986085211187	0.320701069057	0.541183054034	1.0	0.00227019815909	0.00242842745773
k__Bacteria; p__Tenericutes; c__RF3; o__ML615J-28	0.892232643741	0.344872998986	0.547739468978	1.0	0.00159279151165	0.00189161171861
k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales	0.805832493998	0.369355250755	0.554032876132	1.0	6.85908073541e-06	1.55468580548e-05
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.701254831641	0.402362373617	0.56078609113	1.0	0.272410159828	0.292133858474
k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39	0.654103087013	0.418649527424	0.56078609113	1.0	0.00451856354142	0.00562517630226
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales	0.606345927104	0.436166959768	0.56078609113	1.0	0.0012456473506	0.000906125012592
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	0.381711749584	0.536688557741	0.643392920911	1.0	0.675872443346	0.660530622755
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales	0.360776233338	0.548075451146	0.643392920911	1.0	0.000503333497377	0.000203741432892
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32	0.0956528341804	0.757110122535	0.820808200144	1.0	0.0041570519998	0.00642818358299
k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales	0.0712916816736	0.789465294571	0.820808200144	1.0	0.000183334088147	0.000146389466382
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales	0.0667331206143	0.796154129519	0.820808200144	1.0	0.00024396983673	0.000229547784449
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.0513047892146	0.820808200144	0.820808200144	1.0	4.11169599092e-06	6.29444503195e-06
