OTU	Test-Statistic	P	FDR_P	Bonferroni_P	male_mean	female_mean
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria	8.12235679126	0.00437226827117	0.0524139619295	0.0874453654233	0.0243741304903	0.0166175746748
k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae	7.79420864152	0.00524139619295	0.0524139619295	0.104827923859	0.000792023062238	0.00532397334139
k__Bacteria; p__Actinobacteria; c__Actinobacteria	3.55754458878	0.0592753595745	0.36559413843	1.0	0.000984775388018	0.000628189002699
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria	3.1171167463	0.0774737549483	0.36559413843	1.0	7.18525528134e-07	2.50258462637e-05
k__Bacteria; p__Cyanobacteria; c__4C0d-2	2.84956727095	0.0913985346076	0.36559413843	1.0	0.00089437839036	0.000457642784126
k__Bacteria; p__Firmicutes; c__Erysipelotrichi	2.11810906943	0.145566169548	0.485220565161	1.0	0.0072168650005	0.00384295034125
k__Bacteria; p__Verrucomicrobia; c__Opitutae	1.38691751332	0.238926348306	0.615592084592	1.0	7.18129769107e-05	7.13594445191e-05
k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]	1.01187837818	0.314453257934	0.615592084592	1.0	0.000135076633782	8.2071207344e-05
Unassigned	0.986085211187	0.320701069057	0.615592084592	1.0	0.00227019815909	0.00242842745773
k__Bacteria; p__Firmicutes; c__Bacilli	0.931787774032	0.334398803611	0.615592084592	1.0	0.000425530330943	0.000500204979168
k__Bacteria; p__Tenericutes; c__RF3	0.892232643741	0.344872998986	0.615592084592	1.0	0.00159279151165	0.00189161171861
k__Bacteria; p__Synergistetes; c__Synergistia	0.805832493998	0.369355250755	0.615592084592	1.0	6.85908073541e-06	1.55468580548e-05
k__Bacteria; p__Firmicutes; c__Clostridia	0.698972474061	0.403129173374	0.620198728268	1.0	0.272431832845	0.292162153307
k__Bacteria; p__Actinobacteria; c__Coriobacteriia	0.606345927104	0.436166959768	0.623095656811	1.0	0.0012456473506	0.000906125012592
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.403386816493	0.525345326904	0.62823818424	1.0	0.00205527511075	0.0020229074437
k__Bacteria; p__Bacteroidetes; c__Bacteroidia	0.381711749584	0.536688557741	0.62823818424	1.0	0.675872443346	0.660530622755
k__Bacteria; p__Fusobacteria; c__Fusobacteriia	0.360776233338	0.548075451146	0.62823818424	1.0	0.000503333497377	0.000203741432892
k__Bacteria; p__Tenericutes; c__Mollicutes	0.330415777355	0.565414365816	0.62823818424	1.0	0.00472528646378	0.00562517630226
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria	0.0667331206143	0.796154129519	0.838056978441	1.0	0.00024396983673	0.000229547784449
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.0258150294027	0.872352876502	0.872352876502	1.0	0.0041570519998	0.00643514830604
